rejet_id,source,cle,champ,valeur,motif,action
930,erp_ventes_2025.csv,CMD-105021,CODE CLIENT,  CLI-0137,casse_ou_espaces,corrigee
931,erp_ventes_2025.csv,CMD-105038,CODE CLIENT,  CLI-0217,casse_ou_espaces,corrigee
932,erp_ventes_2025.csv,CMD-104673,CANAL DE VENTE,N/A,valeur_manquante,corrigee
933,erp_ventes_2025.csv,CMD-103360,CODE ARTICLE,BD-9061,article_inconnu,rejetee
934,erp_ventes_2025.csv,CMD-104451,-,ligne identique,doublon_exact,rejetee
935,erp_ventes_2025.csv,CMD-104401,CODE CLIENT,cli-0212,casse_ou_espaces,corrigee
936,erp_ventes_2025.csv,CMD-103784,CANAL DE VENTE, ,valeur_manquante,corrigee
937,erp_ventes_2025.csv,CMD-103085,-,ligne identique,doublon_exact,rejetee
938,erp_ventes_2025.csv,CMD-104472,-,ligne identique,doublon_exact,rejetee
939,erp_ventes_2025.csv,CMD-103015,-,ligne identique,doublon_exact,rejetee
940,erp_ventes_2025.csv,CMD-103799,DATE COMMANDE,,date_illisible,rejetee
941,erp_ventes_2025.csv,CMD-102662,-,ligne identique,doublon_exact,rejetee
942,erp_ventes_2025.csv,CMD-104815,PRIX UNITAIRE,"49930,00",prix_aberrant,rejetee
943,erp_ventes_2025.csv,CMD-104320,-,ligne identique,doublon_exact,rejetee
944,erp_ventes_2025.csv,CMD-105029,QTE,-6,quantite_invalide,rejetee
945,erp_ventes_2025.csv,CMD-104813,PRIX UNITAIRE,"49770,00",prix_aberrant,rejetee
946,erp_ventes_2025.csv,CMD-103101,-,ligne identique,doublon_exact,rejetee
947,erp_ventes_2025.csv,CMD-103598,CANAL DE VENTE, ,valeur_manquante,corrigee
948,erp_ventes_2025.csv,CMD-103972,CANAL DE VENTE, ,valeur_manquante,corrigee
949,erp_ventes_2025.csv,CMD-103374,CANAL DE VENTE, ,valeur_manquante,corrigee
950,erp_ventes_2025.csv,CMD-103531,CANAL DE VENTE, ,valeur_manquante,corrigee
951,erp_ventes_2025.csv,CMD-103470,DATE COMMANDE,n/d,date_illisible,rejetee
952,erp_ventes_2025.csv,CMD-102688,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
953,erp_ventes_2025.csv,CMD-103553,DATE COMMANDE,31/02/2024,date_illisible,rejetee
954,erp_ventes_2025.csv,CMD-104206,CODE CLIENT,CLI-0191 ,casse_ou_espaces,corrigee
955,erp_ventes_2025.csv,CMD-104880,PRIX UNITAIRE,"31730,00",prix_aberrant,rejetee
956,erp_ventes_2025.csv,CMD-102721,DATE COMMANDE,00/00/0000,date_illisible,rejetee
957,erp_ventes_2025.csv,CMD-103061,-,ligne identique,doublon_exact,rejetee
958,erp_ventes_2025.csv,CMD-104623,CODE CLIENT,cli-0035,casse_ou_espaces,corrigee
959,erp_ventes_2025.csv,CMD-103773,CODE CLIENT,cli-0019,casse_ou_espaces,corrigee
960,erp_ventes_2025.csv,CMD-104994,DATE COMMANDE,00/00/0000,date_illisible,rejetee
961,erp_ventes_2025.csv,CMD-103191,QTE,-1,quantite_invalide,rejetee
962,erp_ventes_2025.csv,CMD-104788,-,ligne identique,doublon_exact,rejetee
963,erp_ventes_2025.csv,CMD-103541,CANAL DE VENTE, ,valeur_manquante,corrigee
964,erp_ventes_2025.csv,CMD-103023,CODE CLIENT,cli-0154,casse_ou_espaces,corrigee
965,erp_ventes_2025.csv,CMD-102667,-,ligne identique,doublon_exact,rejetee
966,erp_ventes_2025.csv,CMD-103977,-,ligne identique,doublon_exact,rejetee
967,erp_ventes_2025.csv,CMD-103623,DATE COMMANDE,00/00/0000,date_illisible,rejetee
968,erp_ventes_2025.csv,CMD-104135,CANAL DE VENTE,N/A,valeur_manquante,corrigee
969,erp_ventes_2025.csv,CMD-103734,CODE CLIENT,CLI-0099 ,casse_ou_espaces,corrigee
970,erp_ventes_2025.csv,CMD-103832,-,ligne identique,doublon_exact,rejetee
971,erp_ventes_2025.csv,CMD-102375,CODE ARTICLE,BD-9626,article_inconnu,rejetee
972,erp_ventes_2025.csv,CMD-103024,CODE CLIENT,cli-0144,casse_ou_espaces,corrigee
973,erp_ventes_2025.csv,CMD-105072,CANAL DE VENTE,N/A,valeur_manquante,corrigee
974,erp_ventes_2025.csv,CMD-104415,CANAL DE VENTE,N/A,valeur_manquante,corrigee
975,erp_ventes_2025.csv,CMD-104558,QTE,-2,quantite_invalide,rejetee
976,erp_ventes_2025.csv,CMD-104556,CODE CLIENT,cli-0136,casse_ou_espaces,corrigee
977,erp_ventes_2025.csv,CMD-104989,CANAL DE VENTE,N/A,valeur_manquante,corrigee
978,erp_ventes_2025.csv,CMD-103770,CODE CLIENT,cli-0126,casse_ou_espaces,corrigee
979,erp_ventes_2025.csv,CMD-102721,CANAL DE VENTE,,valeur_manquante,corrigee
980,erp_ventes_2025.csv,CMD-104539,DATE COMMANDE,31/02/2024,date_illisible,rejetee
981,erp_ventes_2025.csv,CMD-103759,-,ligne identique,doublon_exact,rejetee
982,erp_ventes_2025.csv,CMD-104679,CODE CLIENT,CLI-0041 ,casse_ou_espaces,corrigee
983,erp_ventes_2025.csv,CMD-104204,-,ligne identique,doublon_exact,rejetee
984,erp_ventes_2025.csv,CMD-103253,-,ligne identique,doublon_exact,rejetee
985,erp_ventes_2025.csv,CMD-103898,-,ligne identique,doublon_exact,rejetee
986,erp_ventes_2025.csv,CMD-102486,-,ligne identique,doublon_exact,rejetee
987,erp_ventes_2025.csv,CMD-103287,-,ligne identique,doublon_exact,rejetee
988,erp_ventes_2025.csv,CMD-103212,DATE COMMANDE,31/02/2024,date_illisible,rejetee
989,erp_ventes_2025.csv,CMD-104385,-,ligne identique,doublon_exact,rejetee
990,erp_ventes_2025.csv,CMD-103277,PRIX UNITAIRE,"394290,00",prix_aberrant,rejetee
991,erp_ventes_2025.csv,CMD-103849,-,ligne identique,doublon_exact,rejetee
992,erp_ventes_2025.csv,CMD-103351,DATE COMMANDE,00/00/0000,date_illisible,rejetee
993,erp_ventes_2025.csv,CMD-104792,CODE CLIENT,cli-0074,casse_ou_espaces,corrigee
994,erp_ventes_2025.csv,CMD-102426,CODE CLIENT,CLI-0112 ,casse_ou_espaces,corrigee
995,erp_ventes_2025.csv,CMD-103655,-,ligne identique,doublon_exact,rejetee
996,erp_ventes_2025.csv,CMD-104887,DATE COMMANDE,31/02/2024,date_illisible,rejetee
997,erp_ventes_2025.csv,CMD-103532,QTE,-2,quantite_invalide,rejetee
998,erp_ventes_2025.csv,CMD-103410,CODE ARTICLE,BD-9437,article_inconnu,rejetee
999,erp_ventes_2025.csv,CMD-103648,DATE COMMANDE,,date_illisible,rejetee
1000,erp_ventes_2025.csv,CMD-104552,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
1001,erp_ventes_2025.csv,CMD-102795,CODE CLIENT,cli-0210,casse_ou_espaces,corrigee
1002,erp_ventes_2025.csv,CMD-103919,-,ligne identique,doublon_exact,rejetee
1003,erp_ventes_2025.csv,CMD-103681,CODE ARTICLE,BD-9625,article_inconnu,rejetee
1004,erp_ventes_2025.csv,CMD-103985,CANAL DE VENTE, ,valeur_manquante,corrigee
1005,erp_ventes_2025.csv,CMD-103104,CODE ARTICLE,BD-9723,article_inconnu,rejetee
1006,erp_ventes_2025.csv,CMD-102689,DATE COMMANDE,00/00/0000,date_illisible,rejetee
1007,erp_ventes_2025.csv,CMD-103184,QTE,-2,quantite_invalide,rejetee
1008,erp_ventes_2025.csv,CMD-103124,-,ligne identique,doublon_exact,rejetee
1009,erp_ventes_2025.csv,CMD-105054,CODE CLIENT,  CLI-0182,casse_ou_espaces,corrigee
1010,erp_ventes_2025.csv,CMD-102742,CANAL DE VENTE, ,valeur_manquante,corrigee
1011,erp_ventes_2025.csv,CMD-104782,CODE CLIENT,CLI-0217 ,casse_ou_espaces,corrigee
1012,erp_ventes_2025.csv,CMD-105107,-,ligne identique,doublon_exact,rejetee
1013,erp_ventes_2025.csv,CMD-104499,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
1014,erp_ventes_2025.csv,CMD-103601,CANAL DE VENTE,N/A,valeur_manquante,corrigee
1015,erp_ventes_2025.csv,CMD-103676,CODE CLIENT,  CLI-0102,casse_ou_espaces,corrigee
1016,erp_ventes_2025.csv,CMD-102439,CODE CLIENT,  CLI-0068,casse_ou_espaces,corrigee
1017,erp_ventes_2025.csv,CMD-104794,QTE,-1,quantite_invalide,rejetee
1018,erp_ventes_2025.csv,CMD-102366,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
1019,erp_ventes_2025.csv,CMD-104112,CODE CLIENT,CLI-0029 ,casse_ou_espaces,corrigee
1020,erp_ventes_2025.csv,CMD-103859,-,ligne identique,doublon_exact,rejetee
1021,erp_ventes_2025.csv,CMD-104023,-,ligne identique,doublon_exact,rejetee
1022,erp_ventes_2025.csv,CMD-102563,CODE CLIENT,  CLI-0113,casse_ou_espaces,corrigee
1023,erp_ventes_2025.csv,CMD-103585,-,ligne identique,doublon_exact,rejetee
1024,erp_ventes_2025.csv,CMD-104033,CANAL DE VENTE,,valeur_manquante,corrigee
1025,erp_ventes_2025.csv,CMD-104173,-,ligne identique,doublon_exact,rejetee
1026,erp_ventes_2025.csv,CMD-103960,CODE ARTICLE,BD-9850,article_inconnu,rejetee
1027,erp_ventes_2025.csv,CMD-102592,-,ligne identique,doublon_exact,rejetee
1028,erp_ventes_2025.csv,CMD-102928,CODE CLIENT,  CLI-0173,casse_ou_espaces,corrigee
1029,erp_ventes_2025.csv,CMD-102943,CODE CLIENT,CLI-0172 ,casse_ou_espaces,corrigee
1030,erp_ventes_2025.csv,CMD-104857,DATE COMMANDE,31/02/2024,date_illisible,rejetee
1031,erp_ventes_2025.csv,CMD-102716,-,ligne identique,doublon_exact,rejetee
1032,erp_ventes_2025.csv,CMD-104674,CODE CLIENT,  CLI-0052,casse_ou_espaces,corrigee
1033,erp_ventes_2025.csv,CMD-104888,-,ligne identique,doublon_exact,rejetee
1034,erp_ventes_2025.csv,CMD-103559,DATE COMMANDE,n/d,date_illisible,rejetee
1035,erp_ventes_2025.csv,CMD-103937,CODE CLIENT,CLI-0009 ,casse_ou_espaces,corrigee
1036,erp_ventes_2025.csv,CMD-103781,-,ligne identique,doublon_exact,rejetee
1037,erp_ventes_2025.csv,CMD-104352,DATE COMMANDE,00/00/0000,date_illisible,rejetee
1038,erp_ventes_2025.csv,CMD-105062,-,ligne identique,doublon_exact,rejetee
1039,erp_ventes_2025.csv,CMD-104012,-,ligne identique,doublon_exact,rejetee
1040,erp_ventes_2025.csv,CMD-102631,CODE CLIENT,cli-0012,casse_ou_espaces,corrigee
1041,erp_ventes_2025.csv,CMD-104597,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
1042,erp_ventes_2025.csv,CMD-102382,-,ligne identique,doublon_exact,rejetee
1043,erp_ventes_2025.csv,CMD-102509,DATE COMMANDE,,date_illisible,rejetee
1044,erp_ventes_2025.csv,CMD-104316,-,ligne identique,doublon_exact,rejetee
1045,erp_ventes_2025.csv,CMD-102480,-,ligne identique,doublon_exact,rejetee
1046,erp_ventes_2025.csv,CMD-104016,-,ligne identique,doublon_exact,rejetee
1047,erp_ventes_2025.csv,CMD-104836,CODE CLIENT,CLI-0130 ,casse_ou_espaces,corrigee
1048,erp_ventes_2025.csv,CMD-103047,CODE CLIENT,  CLI-0049,casse_ou_espaces,corrigee
1049,erp_ventes_2025.csv,CMD-104634,-,ligne identique,doublon_exact,rejetee
1050,erp_ventes_2025.csv,CMD-102351,-,ligne identique,doublon_exact,rejetee
1051,erp_ventes_2025.csv,CMD-104754,CODE ARTICLE,BD-9164,article_inconnu,rejetee
1052,erp_ventes_2025.csv,CMD-103510,CODE ARTICLE,BD-9647,article_inconnu,rejetee
1053,erp_ventes_2025.csv,CMD-105055,CANAL DE VENTE,,valeur_manquante,corrigee
1054,erp_ventes_2025.csv,CMD-104287,CODE CLIENT,cli-0012,casse_ou_espaces,corrigee
1055,erp_ventes_2025.csv,CMD-102555,-,ligne identique,doublon_exact,rejetee
1056,erp_ventes_2025.csv,CMD-103675,CANAL DE VENTE,,valeur_manquante,corrigee
1057,erp_ventes_2025.csv,CMD-104366,PRIX UNITAIRE,"185040,00",prix_aberrant,rejetee
1058,erp_ventes_2025.csv,CMD-102781,PRIX UNITAIRE,"236570,00",prix_aberrant,rejetee
1059,erp_ventes_2025.csv,CMD-103636,QTE,-6,quantite_invalide,rejetee
1060,erp_ventes_2025.csv,CMD-103097,CODE ARTICLE,BD-9363,article_inconnu,rejetee
1061,erp_ventes_2025.csv,CMD-102621,-,ligne identique,doublon_exact,rejetee
1062,erp_ventes_2025.csv,CMD-103603,CODE CLIENT,  CLI-0004,casse_ou_espaces,corrigee
1063,erp_ventes_2025.csv,CMD-104542,DATE COMMANDE,31/02/2024,date_illisible,rejetee
1064,erp_ventes_2025.csv,CMD-104449,-,ligne identique,doublon_exact,rejetee
1065,erp_ventes_2025.csv,CMD-103257,DATE COMMANDE,n/d,date_illisible,rejetee
1066,erp_ventes_2025.csv,CMD-102550,CODE CLIENT,CLI-0037 ,casse_ou_espaces,corrigee
1067,erp_ventes_2025.csv,CMD-104175,CODE CLIENT,cli-0121,casse_ou_espaces,corrigee
1068,erp_ventes_2025.csv,CMD-102631,-,ligne identique,doublon_exact,rejetee
1069,erp_ventes_2025.csv,CMD-104244,CANAL DE VENTE, ,valeur_manquante,corrigee
1070,erp_ventes_2025.csv,CMD-102996,-,ligne identique,doublon_exact,rejetee
1071,erp_ventes_2025.csv,CMD-104714,-,ligne identique,doublon_exact,rejetee
1072,erp_ventes_2025.csv,CMD-103016,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
1073,erp_ventes_2025.csv,CMD-102817,QTE,-1,quantite_invalide,rejetee
1074,erp_ventes_2025.csv,CMD-104928,CODE CLIENT,CLI-0102 ,casse_ou_espaces,corrigee
1075,erp_ventes_2025.csv,CMD-103404,QTE,-1,quantite_invalide,rejetee
1076,erp_ventes_2025.csv,CMD-103290,CODE CLIENT,CLI-0087 ,casse_ou_espaces,corrigee
1077,erp_ventes_2025.csv,CMD-103735,DATE COMMANDE,n/d,date_illisible,rejetee
1078,erp_ventes_2025.csv,CMD-103300,-,ligne identique,doublon_exact,rejetee
1079,erp_ventes_2025.csv,CMD-105111,-,ligne identique,doublon_exact,rejetee
1080,erp_ventes_2025.csv,CMD-103090,-,ligne identique,doublon_exact,rejetee
1081,erp_ventes_2025.csv,CMD-103505,CODE ARTICLE,BD-9634,article_inconnu,rejetee
1082,erp_ventes_2025.csv,CMD-102717,CODE CLIENT,CLI-0053 ,casse_ou_espaces,corrigee
1083,erp_ventes_2025.csv,CMD-105124,-,ligne identique,doublon_exact,rejetee
1084,erp_ventes_2025.csv,CMD-104703,CODE CLIENT,  CLI-0048,casse_ou_espaces,corrigee
1085,erp_ventes_2025.csv,CMD-103686,CODE ARTICLE,BD-9408,article_inconnu,rejetee
1086,erp_ventes_2025.csv,CMD-102698,PRIX UNITAIRE,"132070,00",prix_aberrant,rejetee
1087,erp_ventes_2025.csv,CMD-103242,DATE COMMANDE,,date_illisible,rejetee
1088,erp_ventes_2025.csv,CMD-102788,QTE,-6,quantite_invalide,rejetee
1089,erp_ventes_2025.csv,CMD-105008,CANAL DE VENTE,,valeur_manquante,corrigee
1090,erp_ventes_2025.csv,CMD-104093,CANAL DE VENTE, ,valeur_manquante,corrigee
1091,erp_ventes_2025.csv,CMD-102774,-,ligne identique,doublon_exact,rejetee
1092,erp_ventes_2025.csv,CMD-102580,CANAL DE VENTE, ,valeur_manquante,corrigee
1093,erp_ventes_2025.csv,CMD-104889,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
1094,erp_ventes_2025.csv,CMD-102369,CANAL DE VENTE,N/A,valeur_manquante,corrigee
1095,erp_ventes_2025.csv,CMD-103869,CANAL DE VENTE, ,valeur_manquante,corrigee
1096,erp_ventes_2025.csv,CMD-102789,DATE COMMANDE,,date_illisible,rejetee
1097,erp_ventes_2025.csv,CMD-104371,QTE,-2,quantite_invalide,rejetee
1098,erp_ventes_2025.csv,CMD-103710,CANAL DE VENTE, ,valeur_manquante,corrigee
1099,erp_ventes_2025.csv,CMD-104437,PRIX UNITAIRE,"181750,00",prix_aberrant,rejetee
1100,erp_ventes_2025.csv,CMD-103662,DATE COMMANDE,,date_illisible,rejetee
1101,erp_ventes_2025.csv,CMD-104675,CANAL DE VENTE,N/A,valeur_manquante,corrigee
1102,erp_ventes_2025.csv,CMD-104187,-,ligne identique,doublon_exact,rejetee
1103,erp_ventes_2025.csv,CMD-104927,QTE,0,quantite_invalide,rejetee
1104,erp_ventes_2025.csv,CMD-102702,CANAL DE VENTE, ,valeur_manquante,corrigee
1105,erp_ventes_2025.csv,CMD-104065,-,ligne identique,doublon_exact,rejetee
1106,erp_ventes_2025.csv,CMD-104867,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
1107,erp_ventes_2025.csv,CMD-103210,CANAL DE VENTE,,valeur_manquante,corrigee
1108,erp_ventes_2025.csv,CMD-105046,-,ligne identique,doublon_exact,rejetee
1109,erp_ventes_2025.csv,CMD-103163,CANAL DE VENTE, ,valeur_manquante,corrigee
1110,erp_ventes_2025.csv,CMD-103796,CODE CLIENT,  CLI-0115,casse_ou_espaces,corrigee
1111,erp_ventes_2025.csv,CMD-102586,CANAL DE VENTE,N/A,valeur_manquante,corrigee
1112,erp_ventes_2025.csv,CMD-105090,PRIX UNITAIRE,"429780,00",prix_aberrant,rejetee
1113,erp_ventes_2025.csv,CMD-103375,CODE CLIENT,CLI-0009 ,casse_ou_espaces,corrigee
1114,erp_ventes_2025.csv,CMD-104149,-,ligne identique,doublon_exact,rejetee
1115,erp_ventes_2025.csv,CMD-104120,CANAL DE VENTE,,valeur_manquante,corrigee
1116,erp_ventes_2025.csv,CMD-105107,-,ligne identique,doublon_exact,rejetee
1117,erp_ventes_2025.csv,CMD-102984,CODE CLIENT,CLI-0173 ,casse_ou_espaces,corrigee
1118,erp_ventes_2025.csv,CMD-104097,-,ligne identique,doublon_exact,rejetee
1119,erp_ventes_2025.csv,CMD-103551,CANAL DE VENTE,,valeur_manquante,corrigee
1120,erp_ventes_2025.csv,CMD-103718,CODE ARTICLE,BD-9462,article_inconnu,rejetee
1121,erp_ventes_2025.csv,CMD-102409,-,ligne identique,doublon_exact,rejetee
1122,erp_ventes_2025.csv,CMD-104717,CANAL DE VENTE, ,valeur_manquante,corrigee
1123,erp_ventes_2025.csv,CMD-102604,CODE ARTICLE,BD-9080,article_inconnu,rejetee
1124,erp_ventes_2025.csv,CMD-102933,CANAL DE VENTE,N/A,valeur_manquante,corrigee
1125,erp_ventes_2025.csv,CMD-102718,DATE COMMANDE,31/02/2024,date_illisible,rejetee
1126,erp_ventes_2025.csv,CMD-103564,-,ligne identique,doublon_exact,rejetee
1127,erp_ventes_2025.csv,CMD-103502,CANAL DE VENTE,,valeur_manquante,corrigee
1128,erp_ventes_2025.csv,CMD-104262,CODE CLIENT,CLI-0115 ,casse_ou_espaces,corrigee
1129,erp_ventes_2025.csv,CMD-103253,CODE CLIENT,  CLI-0081,casse_ou_espaces,corrigee
1130,erp_ventes_2025.csv,CMD-102515,CODE ARTICLE,BD-9284,article_inconnu,rejetee
1131,erp_ventes_2025.csv,CMD-103082,-,ligne identique,doublon_exact,rejetee
1132,erp_ventes_2025.csv,CMD-104266,-,ligne identique,doublon_exact,rejetee
1133,erp_ventes_2025.csv,CMD-102581,CODE CLIENT,cli-0053,casse_ou_espaces,corrigee
1134,erp_ventes_2025.csv,CMD-103741,PRIX UNITAIRE,"302260,00",prix_aberrant,rejetee
1135,erp_ventes_2025.csv,CMD-103391,QTE,-1,quantite_invalide,rejetee
1136,erp_ventes_2025.csv,CMD-103616,CODE CLIENT,cli-0066,casse_ou_espaces,corrigee
1137,erp_ventes_2025.csv,CMD-103223,CANAL DE VENTE, ,valeur_manquante,corrigee
1138,erp_ventes_2025.csv,CMD-103065,CODE CLIENT,CLI-0053 ,casse_ou_espaces,corrigee
1139,erp_ventes_2025.csv,CMD-103108,CODE ARTICLE,BD-9421,article_inconnu,rejetee
1140,erp_ventes_2025.csv,CMD-103103,DATE COMMANDE,n/d,date_illisible,rejetee
1141,erp_ventes_2025.csv,CMD-104121,-,ligne identique,doublon_exact,rejetee
1142,erp_ventes_2025.csv,CMD-102449,CODE CLIENT,cli-0057,casse_ou_espaces,corrigee
1143,erp_ventes_2025.csv,CMD-104273,QTE,0,quantite_invalide,rejetee
1144,erp_ventes_2025.csv,CMD-102890,CANAL DE VENTE,N/A,valeur_manquante,corrigee
1145,erp_ventes_2025.csv,CMD-102714,CODE CLIENT,  CLI-0073,casse_ou_espaces,corrigee
1146,erp_ventes_2025.csv,CMD-104367,QTE,-6,quantite_invalide,rejetee
1147,erp_ventes_2025.csv,CMD-102371,-,ligne identique,doublon_exact,rejetee
1148,erp_ventes_2025.csv,CMD-104009,-,ligne identique,doublon_exact,rejetee
1149,erp_ventes_2025.csv,CMD-104406,-,ligne identique,doublon_exact,rejetee
1150,erp_ventes_2025.csv,CMD-102943,-,ligne identique,doublon_exact,rejetee
1151,erp_ventes_2025.csv,CMD-103152,-,ligne identique,doublon_exact,rejetee
1152,erp_ventes_2025.csv,CMD-102938,-,ligne identique,doublon_exact,rejetee
1153,erp_ventes_2025.csv,CMD-104379,QTE,-1,quantite_invalide,rejetee
1154,erp_ventes_2025.csv,CMD-103321,CODE CLIENT,cli-0176,casse_ou_espaces,corrigee
1155,erp_ventes_2025.csv,CMD-103833,CODE CLIENT,cli-0034,casse_ou_espaces,corrigee
1156,erp_ventes_2025.csv,CMD-102766,-,ligne identique,doublon_exact,rejetee
1157,erp_ventes_2025.csv,CMD-103924,CODE ARTICLE,BD-9815,article_inconnu,rejetee
1158,erp_ventes_2025.csv,CMD-102401,DATE COMMANDE,00/00/0000,date_illisible,rejetee
1159,erp_ventes_2025.csv,CMD-103678,-,ligne identique,doublon_exact,rejetee
1160,erp_ventes_2025.csv,CMD-102908,DATE COMMANDE,31/02/2024,date_illisible,rejetee
1161,erp_ventes_2025.csv,CMD-104606,-,ligne identique,doublon_exact,rejetee
1162,erp_ventes_2025.csv,CMD-102631,-,ligne identique,doublon_exact,rejetee
1163,erp_ventes_2025.csv,CMD-103466,CODE CLIENT,CLI-0108 ,casse_ou_espaces,corrigee
1164,erp_ventes_2025.csv,CMD-102403,CODE CLIENT,cli-0137,casse_ou_espaces,corrigee
1165,erp_ventes_2025.csv,CMD-103415,-,ligne identique,doublon_exact,rejetee
1166,erp_ventes_2025.csv,CMD-103988,-,ligne identique,doublon_exact,rejetee
1167,erp_ventes_2025.csv,CMD-104713,DATE COMMANDE,,date_illisible,rejetee
1168,erp_ventes_2025.csv,CMD-104838,-,ligne identique,doublon_exact,rejetee
1169,erp_ventes_2025.csv,CMD-104589,CODE CLIENT,  CLI-0012,casse_ou_espaces,corrigee
1170,erp_ventes_2025.csv,CMD-102370,DATE COMMANDE,,date_illisible,rejetee
1171,erp_ventes_2025.csv,CMD-104344,CODE ARTICLE,BD-9813,article_inconnu,rejetee
1172,erp_ventes_2025.csv,CMD-104624,-,ligne identique,doublon_exact,rejetee
1173,erp_ventes_2025.csv,CMD-103591,CODE ARTICLE,BD-9736,article_inconnu,rejetee
1174,erp_ventes_2025.csv,CMD-102755,CANAL DE VENTE,,valeur_manquante,corrigee
1175,erp_ventes_2025.csv,CMD-105073,DATE COMMANDE,00/00/0000,date_illisible,rejetee
1176,erp_ventes_2025.csv,CMD-104110,-,ligne identique,doublon_exact,rejetee
1177,erp_ventes_2025.csv,CMD-102687,CODE CLIENT,CLI-0211 ,casse_ou_espaces,corrigee
1178,erp_ventes_2025.csv,CMD-103520,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
1179,erp_ventes_2025.csv,CMD-104412,CANAL DE VENTE, ,valeur_manquante,corrigee
1180,erp_ventes_2025.csv,CMD-103004,-,ligne identique,doublon_exact,rejetee
1181,erp_ventes_2025.csv,CMD-103331,CODE CLIENT,cli-0009,casse_ou_espaces,corrigee
1182,erp_ventes_2025.csv,CMD-104743,-,ligne identique,doublon_exact,rejetee
1183,erp_ventes_2025.csv,CMD-102404,-,ligne identique,doublon_exact,rejetee
1184,erp_ventes_2025.csv,CMD-102399,-,ligne identique,doublon_exact,rejetee
1185,erp_ventes_2025.csv,CMD-103567,-,ligne identique,doublon_exact,rejetee
1186,erp_ventes_2025.csv,CMD-104398,-,ligne identique,doublon_exact,rejetee
1187,erp_ventes_2025.csv,CMD-103299,CODE CLIENT,cli-0126,casse_ou_espaces,corrigee
1188,erp_ventes_2025.csv,CMD-104791,CODE CLIENT,  CLI-0161,casse_ou_espaces,corrigee
1189,erp_ventes_2025.csv,CMD-103313,CANAL DE VENTE,,valeur_manquante,corrigee
1190,erp_ventes_2025.csv,CMD-102652,CANAL DE VENTE,,valeur_manquante,corrigee
1191,erp_ventes_2025.csv,CMD-103073,-,ligne identique,doublon_exact,rejetee
1192,erp_ventes_2025.csv,CMD-104412,-,ligne identique,doublon_exact,rejetee
1193,erp_ventes_2025.csv,CMD-103868,-,ligne identique,doublon_exact,rejetee
1194,erp_ventes_2025.csv,CMD-104420,DATE COMMANDE,00/00/0000,date_illisible,rejetee
1195,erp_ventes_2025.csv,CMD-104986,-,ligne identique,doublon_exact,rejetee
1196,erp_ventes_2025.csv,CMD-104588,-,ligne identique,doublon_exact,rejetee
1197,erp_ventes_2025.csv,CMD-104435,CODE CLIENT,CLI-0061 ,casse_ou_espaces,corrigee
1198,erp_ventes_2025.csv,CMD-103941,-,ligne identique,doublon_exact,rejetee
1199,erp_ventes_2025.csv,CMD-104590,CODE CLIENT,cli-0084,casse_ou_espaces,corrigee
1200,erp_ventes_2025.csv,CMD-102768,CANAL DE VENTE,,valeur_manquante,corrigee
1201,erp_ventes_2025.csv,CMD-103240,-,ligne identique,doublon_exact,rejetee
1202,erp_ventes_2025.csv,CMD-102842,CODE CLIENT,CLI-0090 ,casse_ou_espaces,corrigee
1203,erp_ventes_2025.csv,CMD-103389,PRIX UNITAIRE,"0,00",prix_invalide,rejetee
1204,erp_ventes_2025.csv,TOTAL GENERAL,-,pied de page d'export,ligne_technique,rejetee
1205,erp_ventes_2025.csv,Export du 31/12/2025 - Boréal Distribution inc.,-,pied de page d'export,ligne_technique,rejetee
1206,achats_fournisseurs.csv,ACH-70001,quantite,-3,quantite_negative,conservee comme retour
1207,achats_fournisseurs.csv,ACH-70017,code_article,BD-9239,article_inconnu,rejetee
1208,achats_fournisseurs.csv,ACH-70034,quantite,-60,quantite_negative,conservee comme retour
1209,achats_fournisseurs.csv,ACH-70036,code_article,BD-9392,article_inconnu,rejetee
1210,achats_fournisseurs.csv,ACH-70054,code_article,BD-9951,article_inconnu,rejetee
1211,achats_fournisseurs.csv,ACH-70058,quantite,-24,quantite_negative,conservee comme retour
1212,achats_fournisseurs.csv,ACH-70061,quantite,-12,quantite_negative,conservee comme retour
1213,achats_fournisseurs.csv,ACH-70074,code_article,BD-9903,article_inconnu,rejetee
1214,achats_fournisseurs.csv,ACH-70119,code_article,BD-9431,article_inconnu,rejetee
1215,achats_fournisseurs.csv,ACH-70123,quantite,-24,quantite_negative,conservee comme retour
1216,achats_fournisseurs.csv,ACH-70141,code_article,BD-9902,article_inconnu,rejetee
1217,achats_fournisseurs.csv,ACH-70153,code_article,BD-9319,article_inconnu,rejetee
1218,achats_fournisseurs.csv,ACH-70190,quantite,-9,quantite_negative,conservee comme retour
1219,achats_fournisseurs.csv,ACH-70201,quantite,-30,quantite_negative,conservee comme retour
1220,achats_fournisseurs.csv,ACH-70203,code_article,BD-9667,article_inconnu,rejetee
