date_photo,code_entrepot,code_article,quantite_en_stock,cout_unitaire,seuil_minimum
2025-01-31,ENT-QC,BD-1066,8,203.44,10
2024-02-29,ENT-MTL,BD-1101,17,62.94,12
2025-06-30,ENT-SAG,BD-1107,78,150.54,6
2025-02-28,ENT-SAG,BD-1038,33,319.94,9
2024-08-31,ENT-SAG,BD-1132,7,125.81,6
2024-01-31,ENT-SAG,BD-1028,8,140.77,6
2025-03-31,ENT-SAG,BD-1073,0,260.35,6
2024-09-30,ENT-MTL,BD-1110,9,178.91,12
2024-08-31,ENT-MTL,BD-1068,56,284.28,12
2025-05-31,ENT-MTL,BD-1014,47,27.18,14
2025-08-31,ENT-QC,BD-1151,10,92.25,10
2025-11-30,ENT-QC,BD-1164,18,100.45,11
2025-03-31,ENT-MTL,BD-1043,61,300.28,14
2024-11-30,ENT-MTL,BD-1169,16,276.47,13
2025-06-30,ENT-QC,BD-1059,83,391.48,16
2024-09-30,ENT-QC,BD-1046,27,308.91,17
2025-07-31,ENT-MTL,BD-1004,47,158.83,10
2025-04-30,ENT-QC,BD-1141,16,314.24,10
2024-09-30,ENT-SAG,BD-1045,13,76.76,6
2024-06-30,ENT-MTL,BD-1132,11,125.81,13
2024-05-31,ENT-QC,BD-1160,28,40.71,15
2024-07-31,ENT-QC,BD-1078,11,197.64,9
2024-10-31,ENT-MTL,BD-1146,69,220.88,14
2024-03-31,ENT-MTL,BD-1151,7,90.35,10
2025-04-30,ENT-QC,BD-1079,9,147.87,12
2024-12-31,ENT-MTL,BD-1172,19,216.67,12
2024-11-30,ENT-SAG,BD-1150,100,339.92,6
2024-02-29,ENT-QC,BD-1090,20,57.58,12
2024-04-30,ENT-SAG,BD-1169,31,276.47,6
2025-01-31,ENT-QC,BD-1075,13,60.99,13
2024-10-31,ENT-SAG,BD-1148,88,296.06,5
2025-05-31,ENT-MTL,BD-1132,10,128.45,13
2024-05-31,ENT-SAG,BD-1168,14,224.71,5
2024-09-30,ENT-MTL,BD-1017,13,307.26,13
2025-03-31,ENT-MTL,BD-1182,29,58.06,13
2024-01-31,ENT-MTL,BD-1091,10,279.07,11
2024-07-31,ENT-QC,BD-1109,8,303.82,11
2025-09-30,ENT-MTL,BD-1033,0,113.22,13
2025-08-31,ENT-QC,BD-1068,77,342.49,13
2024-10-31,ENT-SAG,BD-1048,5,32.82,7
2024-07-31,ENT-MTL,BD-1019,53,170.21,11
2024-03-31,ENT-MTL,BD-1104,7,75.12,11
2024-01-31,ENT-QC,BD-1051,3,78.12,18
2024-05-31,ENT-QC,BD-1171,18,83.70,12
2024-05-31,ENT-SAG,BD-1148,0,296.06,5
2025-08-31,ENT-SAG,BD-1016,6,224.02,4
2025-04-30,ENT-QC,BD-1034,66,155.08,13
2024-01-31,ENT-QC,BD-1033,6,110.89,14
2024-08-31,ENT-MTL,BD-1174,36,165.53,12
2024-10-31,ENT-QC,BD-1031,1,294.44,14
2024-07-31,ENT-SAG,BD-1150,2,339.92,6
2024-07-31,ENT-QC,BD-1108,0,166.46,14
2024-06-30,ENT-QC,BD-9902,11,296.06,12
2025-09-30,ENT-MTL,BD-1123,14,132.28,13
2024-06-30,ENT-QC,BD-1050,99,291.69,19
2025-11-30,ENT-SAG,BD-1100,80,369.19,4
2024-03-31,ENT-QC,BD-1084,6,312.00,12
2025-12-31,ENT-SAG,BD-1037,9,16.65,9
2024-09-30,ENT-SAG,BD-1063,33,242.15,9
2025-09-30,ENT-MTL,BD-1041,16,163.24,15
2024-05-31,ENT-SAG,BD-1116,101,58.93,7
2025-12-31,ENT-SAG,BD-1097,10,253.06,5
2025-08-31,ENT-SAG,BD-1075,92,71.97,5
2024-01-31,ENT-QC,BD-1162,48,66.97,14
2025-05-31,ENT-QC,BD-1131,5,37.08,14
2025-10-31,ENT-MTL,BD-1072,50,236.88,12
2025-02-28,ENT-MTL,BD-1067,17,24.27,13
2024-02-29,ENT-MTL,BD-1048,3,32.82,15
2024-06-30,ENT-QC,BD-1026,66,241.74,11
2024-01-31,ENT-QC,BD-1086,10,80.72,12
2024-12-31,ENT-MTL,BD-1163,10,294.58,10
2025-02-28,ENT-MTL,BD-1144,17,98.33,14
2024-07-31,ENT-QC,BD-1039,109,119.66,19
2025-12-31,ENT-SAG,BD-1041,2,163.24,7
2025-04-30,ENT-QC,BD-1047,76,71.53,15
2025-02-28,ENT-SAG,BD-1118,5,343.17,5
2025-06-30,ENT-MTL,BD-1107,69,150.54,13
2025-11-30,ENT-SAG,BD-1083,64,189.32,4
2025-07-31,ENT-MTL,BD-1163,13,300.77,10
2025-03-31,ENT-SAG,BD-1152,12,271.40,4
2025-05-31,ENT-MTL,BD-1044,76,199.55,16
2024-06-30,ENT-MTL,BD-1056,76,287.11,18
2024-07-31,ENT-QC,BD-1014,76,26.62,15
2025-01-31,ENT-MTL,BD-1175,48,96.85,16
2024-07-31,ENT-MTL,BD-1105,11,166.12,11
2024-02-29,ENT-MTL,BD-1051,11,78.12,17
2025-06-30,ENT-MTL,BD-1154,19,329.92,12
2024-07-31,ENT-QC,BD-1026,48,241.74,11
2024-04-30,ENT-MTL,BD-1175,38,94.86,16
2025-07-31,ENT-QC,BD-1032,71,409.59,13
2024-12-31,ENT-QC,BD-1127,71,170.72,15
2024-09-30,ENT-QC,BD-1139,86,198.93,17
2025-06-30,ENT-MTL,BD-1142,10,100.93,10
2024-04-30,ENT-QC,BD-1008,60,128.94,10
2025-05-31,ENT-QC,BD-1007,52,57.14,10
2025-09-30,ENT-MTL,BD-1136,36,112.45,12
2024-10-31,ENT-MTL,BD-1004,1,155.56,10
2025-01-31,ENT-MTL,BD-1174,22,169.01,12
2025-04-30,ENT-QC,BD-1170,19,16.95,12
2025-10-31,ENT-SAG,BD-1108,19,169.96,6
2024-01-31,ENT-QC,BD-1098,17,257.11,15
2025-07-31,ENT-QC,BD-1026,60,246.82,11
2025-10-31,ENT-SAG,BD-1141,57,314.24,4
2024-07-31,ENT-QC,BD-1051,120,78.12,18
2024-01-31,ENT-QC,BD-1072,22,196.62,13
2025-12-31,ENT-MTL,BD-1057,8,23.20,16
2024-09-30,ENT-SAG,BD-1120,14,182.88,5
2025-09-30,ENT-SAG,BD-1067,65,28.64,6
2025-07-31,ENT-MTL,BD-1128,4,78.87,10
2025-02-28,ENT-QC,BD-1112,7,67.02,13
2025-08-31,ENT-SAG,BD-1156,11,164.64,5
2024-10-31,ENT-SAG,BD-1168,16,224.71,5
2024-01-31,ENT-QC,BD-1182,33,56.87,14
2024-11-30,ENT-SAG,BD-1076,77,281.11,5
2025-12-31,ENT-MTL,BD-1111,8,148.90,11
2024-12-31,ENT-MTL,BD-1073,19,255.00,13
2024-10-31,ENT-SAG,BD-1021,8,201.55,5
2025-04-30,ENT-SAG,BD-1168,36,229.43,5
2025-12-31,ENT-QC,BD-1140,56,41.26,12
2025-01-31,ENT-QC,BD-1057,27,19.66,17
2024-03-31,ENT-QC,BD-1024,15,185.46,12
2025-08-31,ENT-SAG,BD-1161,35,64.16,6
2025-01-31,ENT-SAG,BD-1132,14,128.45,6
2024-04-30,ENT-SAG,BD-1076,24,281.11,5
2024-04-30,ENT-MTL,BD-1083,6,157.14,10
2024-03-31,ENT-QC,BD-1097,10,210.05,12
2024-05-31,ENT-MTL,BD-1060,82,241.90,16
2024-03-31,ENT-QC,BD-1103,18,151.66,13
2025-04-30,ENT-SAG,BD-1139,17,203.11,7
2025-04-30,ENT-QC,BD-1150,28,347.06,14
2024-04-30,ENT-SAG,BD-1051,121,78.12,8
2024-09-30,ENT-QC,BD-1053,19,176.84,20
2025-09-30,ENT-SAG,BD-1165,48,107.92,5
2025-03-31,ENT-SAG,BD-1060,105,246.98,7
2025-01-31,ENT-MTL,BD-1092,12,142.98,14
2025-02-28,ENT-QC,BD-1011,2,294.52,9
2025-07-31,ENT-QC,BD-1054,80,262.94,17
2024-10-31,ENT-QC,BD-1100,69,306.44,11
2024-08-31,ENT-MTL,BD-1029,16,238.44,10
2025-07-31,ENT-MTL,BD-1046,82,372.17,17
2024-04-30,ENT-MTL,BD-9038,7,220.88,14
2025-07-31,ENT-SAG,BD-1094,4,124.30,5
2024-06-30,ENT-QC,BD-1014,79,26.62,15
2024-01-31,ENT-SAG,BD-1109,6,303.82,4
2024-07-31,ENT-QC,BD-1126,20,130.29,12
2025-02-28,ENT-SAG,BD-1076,2,287.01,5
2025-08-31,ENT-SAG,BD-1094,63,124.30,5
2024-10-31,ENT-QC,BD-1174,14,165.53,13
2024-05-31,ENT-MTL,BD-1118,50,336.11,12
2024-04-30,ENT-SAG,BD-1130,19,317.23,6
2025-01-31,ENT-MTL,BD-1074,6,110.54,12
2024-10-31,ENT-QC,BD-1096,45,170.74,10
2025-05-31,ENT-QC,BD-1085,6,49.28,10
2025-06-30,ENT-QC,BD-1085,13,49.28,10
2024-02-29,ENT-QC,BD-1098,19,257.11,15
2024-10-31,ENT-SAG,BD-1008,5,128.94,4
2024-05-31,ENT-MTL,BD-1041,78,159.88,15
2025-05-31,ENT-SAG,BD-1074,11,130.44,5
2025-10-31,ENT-QC,BD-1120,17,186.72,12
2024-03-31,ENT-MTL,BD-1017,17,307.26,13
2025-08-31,ENT-MTL,BD-1008,8,155.34,9
2024-08-31,ENT-QC,BD-1006,2,178.72,11
2025-03-31,ENT-SAG,BD-1019,16,173.78,5
2025-12-31,ENT-MTL,BD-1032,8,409.59,12
2025-06-30,ENT-MTL,BD-1182,12,58.06,13
2025-09-30,ENT-QC,BD-1160,33,41.56,15
2025-03-31,ENT-SAG,BD-1082,19,284.24,4
2024-10-31,ENT-SAG,BD-1131,92,36.32,6
2025-08-31,ENT-MTL,BD-1107,2,150.54,13
2025-05-31,ENT-SAG,BD-1162,39,68.38,6
2025-01-31,ENT-MTL,BD-1139,6,203.11,16
2024-02-29,ENT-SAG,BD-1060,2,241.90,7
2024-06-30,ENT-QC,BD-1040,86,268.77,18
2024-05-31,ENT-MTL,BD-1066,6,199.26,9
2025-05-31,ENT-QC,BD-1002,35,298.72,7
2024-08-31,ENT-QC,BD-1171,25,83.70,12
2024-05-31,ENT-QC,BD-1047,70,70.06,15
2025-03-31,ENT-MTL,BD-1086,23,82.42,11
2024-12-31,ENT-QC,BD-1062,24,112.54,17
2025-06-30,ENT-MTL,BD-1128,7,78.87,10
2024-01-31,ENT-MTL,BD-1020,6,32.44,15
2025-04-30,ENT-SAG,BD-1111,70,148.90,5
2025-11-30,ENT-QC,BD-1170,35,16.95,12
2025-07-31,ENT-SAG,BD-1067,37,28.64,6
2025-04-30,ENT-QC,BD-1146,24,225.52,14
2024-05-31,ENT-SAG,BD-1103,68,151.66,5
2024-12-31,ENT-MTL,BD-1160,21,40.71,14
2024-12-31,ENT-QC,BD-1155,90,322.38,17
2024-06-30,ENT-MTL,BD-1037,106,16.31,21
2025-04-30,ENT-QC,BD-1176,27,328.78,17
2024-09-30,ENT-MTL,BD-1154,63,323.13,12
2025-11-30,ENT-MTL,BD-1003,12,227.23,10
2025-11-30,ENT-QC,BD-1161,30,64.16,14
2024-08-31,ENT-QC,BD-1020,28,32.44,16
2025-09-30,ENT-QC,BD-1081,68,364.83,13
2024-06-30,ENT-QC,BD-1146,16,220.88,14
2024-02-29,ENT-MTL,BD-1134,13,60.50,10
2025-05-31,ENT-QC,BD-1126,54,133.03,12
2025-06-30,ENT-QC,BD-1015,71,325.38,14
2024-11-30,ENT-SAG,BD-1051,32,78.12,8
2024-04-30,ENT-SAG,BD-1163,26,294.58,4
2025-11-30,ENT-MTL,BD-1108,14,169.96,13
2025-06-30,ENT-QC,BD-1150,2,347.06,14
2025-07-31,ENT-QC,BD-1159,30,169.65,20
2024-11-30,ENT-MTL,BD-1073,62,255.00,13
2025-01-31,ENT-MTL,BD-1024,9,189.35,12
2025-04-30,ENT-QC,BD-1020,84,33.12,16
2025-06-30,ENT-QC,BD-1092,13,168.72,15
2024-03-31,ENT-QC,BD-1010,14,87.08,12
2024-11-30,ENT-SAG,BD-1109,6,303.82,4
2025-09-30,ENT-MTL,BD-1095,30,64.62,7
2025-05-31,ENT-SAG,BD-1178,58,119.43,7
2025-01-31,ENT-QC,BD-1016,13,224.02,9
2025-12-31,ENT-QC,BD-1051,29,79.76,18
2025-12-31,ENT-QC,BD-1060,23,291.44,17
2025-12-31,ENT-QC,BD-1104,7,76.70,11
2024-01-31,ENT-QC,BD-1037,17,16.31,22
2024-06-30,ENT-QC,BD-1034,65,151.89,13
2025-08-31,ENT-SAG,BD-1137,1,25.59,5
2024-05-31,ENT-SAG,BD-1163,26,294.58,4
2025-11-30,ENT-SAG,BD-1037,26,16.65,9
2025-09-30,ENT-MTL,BD-1074,46,130.44,12
2024-02-29,ENT-QC,BD-1123,11,129.56,13
2025-05-31,ENT-SAG,BD-9116,131,291.44,7
2024-08-31,ENT-QC,BD-1085,62,40.90,10
2025-03-31,ENT-QC,BD-1004,11,158.83,11
2025-04-30,ENT-MTL,BD-1174,19,169.01,12
2025-08-31,ENT-MTL,BD-1120,4,186.72,11
2024-07-31,ENT-SAG,BD-1181,41,305.97,8
2024-05-31,ENT-SAG,BD-1149,20,108.85,7
2024-01-31,ENT-QC,BD-1114,5,149.59,12
2025-11-30,ENT-MTL,BD-1136,66,112.45,12
2024-07-31,ENT-QC,BD-1173,30,207.98,16
2024-10-31,ENT-SAG,BD-1063,43,242.15,9
2024-11-30,ENT-SAG,BD-1163,18,294.58,4
2024-03-31,ENT-QC,BD-1180,27,93.34,15
2025-09-30,ENT-MTL,BD-1077,62,171.09,13
2025-09-30,ENT-SAG,BD-1103,14,154.84,5
2025-09-30,ENT-QC,BD-1146,80,225.52,14
2025-10-31,ENT-SAG,BD-1078,59,238.11,4
2024-11-30,ENT-QC,BD-1145,68,108.83,16
2024-11-30,ENT-QC,BD-1119,13,58.44,11
2024-07-31,ENT-QC,BD-1104,19,75.12,11
2024-08-31,ENT-QC,BD-1165,13,105.70,12
2024-01-31,ENT-QC,BD-1004,0,155.56,11
2025-03-31,ENT-SAG,BD-1097,19,214.46,5
2025-12-31,ENT-MTL,BD-1094,3,124.30,11
2024-09-30,ENT-QC,BD-1014,22,26.62,15
2024-03-31,ENT-QC,BD-1090,1,57.58,12
2024-08-31,ENT-MTL,BD-1137,15,25.06,13
2024-08-31,ENT-SAG,BD-1094,74,121.74,5
2025-02-28,ENT-QC,BD-1032,24,347.11,13
2025-02-28,ENT-QC,BD-1115,0,47.23,11
2024-09-30,ENT-MTL,BD-1116,19,58.93,16
2025-11-30,ENT-SAG,BD-1060,24,291.44,7
2025-06-30,ENT-QC,BD-1103,75,154.84,13
2024-04-30,ENT-MTL,BD-1038,98,313.36,20
2024-04-30,ENT-SAG,BD-1090,10,57.58,5
2024-04-30,ENT-MTL,BD-1169,38,276.47,13
2024-07-31,ENT-QC,BD-1179,19,226.59,12
2024-12-31,ENT-MTL,BD-1086,0,80.72,11
2025-09-30,ENT-QC,BD-1006,14,182.47,11
2024-12-31,ENT-SAG,BD-1160,37,40.71,6
2025-12-31,ENT-MTL,BD-1083,11,189.32,10
2024-10-31,ENT-QC,BD-1131,84,36.32,14
2024-09-30,ENT-MTL,BD-1168,31,224.71,12
2025-05-31,ENT-QC,BD-1115,58,47.23,11
2024-04-30,ENT-MTL,BD-1006,36,178.72,10
2024-12-31,ENT-QC,BD-1173,44,207.98,16
2025-12-31,ENT-QC,BD-1015,21,325.38,14
2025-09-30,ENT-QC,BD-1103,19,154.84,13
2025-04-30,ENT-QC,BD-1182,32,58.06,14
2024-08-31,ENT-QC,BD-1096,61,170.74,10
2024-10-31,ENT-MTL,BD-1172,12,216.67,12
2025-06-30,ENT-SAG,BD-1143,0,220.45,5
2024-02-29,ENT-QC,BD-1071,21,301.72,16
2025-08-31,ENT-SAG,BD-1019,9,205.07,5
2024-02-29,ENT-MTL,BD-1032,9,339.97,12
2024-08-31,ENT-MTL,BD-1126,9,130.29,12
2024-07-31,ENT-QC,BD-1162,48,66.97,14
2024-08-31,ENT-SAG,BD-1099,64,287.66,5
2025-08-31,ENT-MTL,BD-1179,18,231.35,12
2025-06-30,ENT-QC,BD-1125,61,291.24,12
2024-02-29,ENT-MTL,BD-1001,5,182.30,8
2025-02-28,ENT-QC,BD-1161,28,64.16,14
2025-01-31,ENT-MTL,BD-1105,14,169.61,11
2024-01-31,ENT-QC,BD-1001,5,182.30,9
2025-07-31,ENT-QC,BD-1091,1,336.22,11
2024-04-30,ENT-QC,BD-1067,8,23.77,14
2024-10-31,ENT-QC,BD-1095,45,53.64,8
2025-04-30,ENT-QC,BD-1025,54,149.35,9
2024-01-31,ENT-QC,BD-1048,18,32.82,16
2025-08-31,ENT-MTL,BD-1058,66,149.54,17
2024-03-31,ENT-QC,BD-1163,24,294.58,11
2025-05-31,ENT-QC,BD-1099,18,346.57,12
2024-04-30,ENT-SAG,BD-1150,8,339.92,6
2025-09-30,ENT-QC,BD-1018,12,247.17,6
2025-10-31,ENT-SAG,BD-1075,97,71.97,5
2024-04-30,ENT-MTL,BD-1077,0,167.57,13
2025-01-31,ENT-SAG,BD-1073,17,260.35,6
2024-01-31,ENT-QC,BD-1022,8,247.74,8
2025-06-30,ENT-QC,BD-1122,49,212.67,11
2025-11-30,ENT-QC,BD-1148,69,302.28,12
2025-08-31,ENT-MTL,BD-1137,5,25.59,13
2024-06-30,ENT-QC,BD-1163,10,294.58,11
2024-06-30,ENT-SAG,BD-1111,77,145.84,5
2025-09-30,ENT-SAG,BD-1037,38,16.65,9
2025-03-31,ENT-MTL,BD-1181,36,312.40,17
2025-10-31,ENT-QC,BD-1038,17,319.94,21
2024-06-30,ENT-MTL,BD-1094,10,121.74,11
2024-01-31,ENT-QC,BD-1063,20,242.15,21
2024-09-30,ENT-MTL,BD-1060,5,241.90,16
2024-11-30,ENT-QC,BD-1001,8,182.30,9
2024-11-30,ENT-SAG,BD-1120,17,182.88,5
2024-04-30,ENT-MTL,BD-1010,47,87.08,11
2024-08-31,ENT-SAG,BD-1080,77,173.12,5
2025-09-30,ENT-MTL,BD-1106,3,340.08,13
2024-03-31,ENT-QC,BD-1021,0,201.55,12
2025-04-30,ENT-MTL,BD-1108,51,169.96,13
2024-12-31,ENT-QC,BD-1044,0,195.45,17
2025-04-30,ENT-QC,BD-1061,88,76.81,18
2024-07-31,ENT-QC,BD-1093,18,132.18,10
2024-11-30,ENT-MTL,BD-1174,31,165.53,12
2024-10-31,ENT-SAG,BD-1160,42,40.71,6
2025-10-31,ENT-MTL,BD-1115,9,47.23,11
2024-07-31,ENT-MTL,BD-1168,21,224.71,12
2025-03-31,ENT-QC,BD-1143,12,220.45,13
2024-09-30,ENT-MTL,BD-1179,22,226.59,12
2025-04-30,ENT-QC,BD-1050,90,297.82,19
2025-12-31,ENT-SAG,BD-1169,52,282.28,6
2024-10-31,ENT-MTL,BD-1076,49,281.11,11
2025-07-31,ENT-MTL,BD-1062,79,135.59,16
2024-06-30,ENT-MTL,BD-1085,6,40.90,9
2024-06-30,ENT-QC,BD-1171,36,83.70,12
2024-11-30,ENT-QC,BD-1154,75,323.13,13
2024-12-31,ENT-MTL,BD-1179,11,226.59,12
2024-03-31,ENT-QC,BD-1016,6,219.41,9
2024-01-31,ENT-QC,BD-1062,30,112.54,17
2024-04-30,ENT-MTL,BD-1001,39,182.30,8
2024-12-31,ENT-MTL,BD-1120,17,182.88,11
2024-11-30,ENT-QC,BD-1176,34,322.02,17
2024-07-31,ENT-QC,BD-1111,4,145.84,12
2025-02-28,ENT-SAG,BD-1075,11,60.99,5
2025-06-30,ENT-SAG,BD-1009,45,67.67,3
2025-10-31,ENT-QC,BD-1129,90,46.45,20
2024-04-30,ENT-MTL,BD-1133,9,61.66,15
2024-04-30,ENT-QC,BD-1156,0,161.25,12
2025-11-30,ENT-QC,BD-1047,12,71.53,15
2024-06-30,ENT-SAG,BD-1102,0,255.33,4
2025-07-31,ENT-SAG,BD-1150,0,347.06,6
2025-05-31,ENT-MTL,BD-1154,20,329.92,12
2025-07-31,ENT-QC,BD-1055,93,213.75,16
2024-02-29,ENT-QC,BD-1180,29,93.34,15
2025-05-31,ENT-SAG,BD-1005,72,208.35,5
2024-07-31,ENT-QC,BD-1009,49,66.28,9
2024-06-30,ENT-QC,BD-1161,37,62.84,14
2025-01-31,ENT-MTL,BD-1129,9,46.45,19
2024-03-31,ENT-QC,BD-1120,1,182.88,12
2024-05-31,ENT-MTL,BD-1036,90,159.06,18
2025-12-31,ENT-MTL,BD-1123,0,132.28,13
2025-09-30,ENT-MTL,BD-1025,4,149.35,9
2025-09-30,ENT-MTL,BD-1137,52,25.59,13
2024-04-30,ENT-MTL,BD-1058,78,146.46,17
2024-09-30,ENT-QC,BD-1132,71,125.81,14
2024-01-31,ENT-SAG,BD-1181,39,305.97,8
2025-08-31,ENT-SAG,BD-1157,22,25.21,5
2025-03-31,ENT-SAG,BD-1067,20,24.27,6
2024-06-30,ENT-QC,BD-1153,9,113.61,11
2024-12-31,ENT-SAG,BD-1172,27,216.67,5
2024-01-31,ENT-MTL,BD-1071,0,301.72,15
2025-07-31,ENT-SAG,BD-1104,20,76.70,5
2024-10-31,ENT-MTL,BD-1110,7,178.91,12
2024-01-31,ENT-MTL,BD-1121,1,43.73,9
2024-07-31,ENT-MTL,BD-1006,47,178.72,10
2025-03-31,ENT-SAG,BD-1181,45,312.40,8
2024-09-30,ENT-MTL,BD-1124,1,150.61,12
2025-04-30,ENT-QC,BD-1002,45,298.72,7
2025-02-28,ENT-QC,BD-1029,21,243.45,10
2025-12-31,ENT-SAG,BD-1074,17,130.44,5
2025-03-31,ENT-MTL,BD-1076,15,287.01,11
2025-04-30,ENT-SAG,BD-1045,106,78.37,6
2024-08-31,ENT-SAG,BD-1061,108,75.23,7
2024-11-30,ENT-QC,BD-1035,20,30.00,19
2024-05-31,ENT-MTL,BD-1137,30,25.06,13
2025-10-31,ENT-QC,BD-1022,7,298.47,8
2024-08-31,ENT-QC,BD-1057,94,19.26,17
2024-09-30,ENT-QC,BD-1156,66,161.25,12
2025-11-30,ENT-MTL,BD-1074,48,130.44,12
2025-03-31,ENT-QC,BD-1097,16,214.46,12
2024-02-29,ENT-QC,BD-1153,15,113.61,11
2025-05-31,ENT-SAG,BD-1131,4,37.08,6
2025-09-30,ENT-SAG,BD-1111,8,148.90,5
2024-12-31,ENT-MTL,BD-1082,11,278.39,10
2025-11-30,ENT-SAG,BD-1161,39,64.16,6
2024-10-31,ENT-QC,BD-1087,85,211.22,15
2025-01-31,ENT-SAG,BD-1156,0,164.64,5
2024-12-31,ENT-SAG,BD-1163,27,294.58,4
2025-11-30,ENT-SAG,BD-1029,8,243.45,4
2024-10-31,ENT-QC,BD-1058,14,146.46,18
2024-05-31,ENT-SAG,BD-1033,103,110.89,6
2025-03-31,ENT-QC,BD-1151,19,92.25,10
2025-06-30,ENT-QC,BD-1154,25,329.92,13
2024-08-31,ENT-MTL,BD-1111,1,145.84,11
2024-12-31,ENT-QC,BD-1089,16,157.64,12
2024-09-30,ENT-MTL,BD-1102,37,255.33,10
2025-06-30,ENT-QC,BD-1142,13,100.93,11
2024-07-31,ENT-SAG,BD-1126,28,130.29,5
2024-01-31,ENT-QC,BD-1087,9,211.22,15
2024-07-31,ENT-SAG,BD-1098,15,257.11,6
2025-03-31,ENT-SAG,BD-1169,41,282.28,6
2024-03-31,ENT-MTL,BD-1138,18,86.38,13
2024-08-31,ENT-QC,BD-1040,77,268.77,18
2025-07-31,ENT-MTL,BD-1040,75,274.41,17
2024-07-31,ENT-QC,BD-1064,66,69.43,15
2024-07-31,ENT-MTL,BD-1133,0,61.66,15
2025-08-31,ENT-MTL,BD-1017,15,313.71,13
2024-05-31,ENT-QC,BD-1127,26,170.72,15
2025-04-30,ENT-SAG,BD-1083,2,160.44,4
2025-02-28,ENT-QC,BD-1144,18,98.33,15
2025-02-28,ENT-QC,BD-1181,15,312.40,18
2024-02-29,ENT-QC,BD-1140,3,40.41,12
2025-02-28,ENT-MTL,BD-1156,12,164.64,11
2024-12-31,ENT-MTL,BD-1109,10,303.82,10
2025-06-30,ENT-QC,BD-1030,56,119.13,11
2024-11-30,ENT-SAG,BD-1145,95,108.83,7
2025-05-31,ENT-MTL,BD-1138,5,88.19,13
2025-09-30,ENT-QC,BD-1013,13,315.34,12
2025-03-31,ENT-QC,BD-1133,30,62.95,16
2025-06-30,ENT-MTL,BD-1129,8,46.45,19
2025-07-31,ENT-MTL,BD-1152,5,271.40,9
2024-02-29,ENT-QC,BD-1064,7,69.43,15
2025-11-30,ENT-MTL,BD-1059,17,391.48,16
2025-08-31,ENT-QC,BD-1153,9,116.00,11
2024-07-31,ENT-QC,BD-1056,100,287.11,19
2025-02-28,ENT-QC,BD-1034,13,155.08,13
2024-09-30,ENT-SAG,BD-1127,91,170.72,6
2024-06-30,ENT-QC,BD-1108,68,166.46,14
2025-09-30,ENT-QC,BD-1043,26,300.28,15
2024-10-31,ENT-QC,BD-1034,2,151.89,13
2025-11-30,ENT-MTL,BD-1148,54,302.28,11
2024-11-30,ENT-QC,BD-1032,5,339.97,13
2025-06-30,ENT-SAG,BD-1108,84,169.96,6
2025-07-31,ENT-QC,BD-1109,11,310.20,11
2024-04-30,ENT-SAG,BD-1027,105,249.72,6
2025-01-31,ENT-MTL,BD-1096,0,174.33,10
2024-01-31,ENT-MTL,BD-1033,4,110.89,13
2025-12-31,ENT-MTL,BD-1066,6,240.06,9
2024-12-31,ENT-QC,BD-1004,8,155.56,11
2025-09-30,ENT-SAG,BD-1178,46,119.43,7
2025-06-30,ENT-MTL,BD-1027,63,254.96,14
2024-09-30,ENT-QC,BD-1071,89,301.72,16
2024-06-30,ENT-QC,BD-1059,77,324.94,16
2024-02-29,ENT-SAG,BD-1026,17,241.74,4
2024-07-31,ENT-MTL,BD-1085,14,40.90,9
2024-08-31,ENT-QC,BD-1140,15,40.41,12
2025-04-30,ENT-QC,BD-1001,45,186.13,9
2025-10-31,ENT-QC,BD-1047,26,71.53,15
2024-02-29,ENT-QC,BD-1074,14,108.27,13
2025-03-31,ENT-QC,BD-1087,19,215.66,15
2024-07-31,ENT-QC,BD-1163,16,294.58,11
2025-05-31,ENT-MTL,BD-1168,19,229.43,12
2024-08-31,ENT-SAG,BD-1163,46,294.58,4
2025-01-31,ENT-MTL,BD-1079,0,147.87,12
2024-05-31,ENT-QC,BD-1032,71,339.97,13
2025-04-30,ENT-QC,BD-1168,31,229.43,13
2024-03-31,ENT-SAG,BD-1047,98,70.06,6
2024-08-31,ENT-QC,BD-1174,25,165.53,13
2025-06-30,ENT-SAG,BD-1130,0,323.89,6
2025-02-28,ENT-SAG,BD-1121,10,44.65,4
2024-04-30,ENT-SAG,BD-1021,69,201.55,5
2024-01-31,ENT-MTL,BD-1055,0,209.35,15
2025-11-30,ENT-SAG,BD-1045,20,78.37,6
2025-07-31,ENT-QC,BD-1103,14,154.84,13
2024-07-31,ENT-MTL,BD-1041,63,159.88,15
2024-01-31,ENT-QC,BD-1035,11,30.00,19
2025-12-31,ENT-QC,BD-1032,10,409.59,13
2024-01-31,ENT-MTL,BD-1103,9,151.66,12
2025-02-28,ENT-SAG,BD-1027,19,254.96,6
2024-04-30,ENT-SAG,BD-1127,15,170.72,6
2024-02-29,ENT-MTL,BD-1027,18,249.72,14
2025-10-31,ENT-MTL,BD-1071,75,363.51,15
2024-12-31,ENT-QC,BD-1182,35,56.87,14
2025-09-30,ENT-QC,BD-1086,63,97.25,12
2025-07-31,ENT-QC,BD-1090,8,69.37,12
2024-01-31,ENT-QC,BD-1111,3,145.84,12
2024-10-31,ENT-MTL,BD-1164,9,98.38,10
2025-04-30,ENT-MTL,BD-1034,49,155.08,12
2025-02-28,ENT-QC,BD-1002,6,298.72,7
