NO COMMANDE;DATE COMMANDE;DATE LIVRAISON;DATE PAIEMENT;CODE CLIENT;REPRESENTANT;ENTREPOT;CODE ARTICLE;QTE;PRIX UNITAIRE;REMISE %;COUT UNITAIRE;CANAL DE VENTE
CMD-101203;01/08/2024;03-août-24;19/09/2024;CLI-0121;EMP-508;ENT-QC;BD-1111;3;199,00;10,20;145,84;Représentant
CMD-100906;11/06/2024;18/06/2024;2024-07-20;CLI-0137;EMP-503;ENT-MTL;BD-1019;2;245,27;18,50;170,21;Portail web
CMD-100428;05/04/2024;09-avr-24;18/05/2024;CLI-0118;EMP-504;ENT-MTL;BD-1043;4;466,76;11,60;294,10;Courriel
CMD-102209;29/11/2024;2024-12-05;06/01/2025;CLI-0166;EMP-503;ENT-MTL;BD-1080;3;276,56;16,40;173,12;Téléphone
CMD-102147;20/11/2024;27-nov-24;28/12/2024;CLI-0089;EMP-502;ENT-MTL;BD-1182;4;83,81;23,00;56,87;Représentant
CMD-100845;31/05/2024;04/06/2024;26-juin-24;CLI-0076;EMP-507;ENT-QC;BD-1178;16;164,18;20,00;116,97;Représentant
CMD-101776;04-oct-24;06/10/2024;24/10/2024;CLI-0185;EMP-508;ENT-QC;BD-1005;16;263,97;19,30;204,06;Téléphone
CMD-100375;28/03/2024;01/04/2024;08/06/2024;CLI-0109;EMP-501;ENT-MTL;BD-1013;3;474,24;8,10;308,85;Représentant
CMD-100310;18/03/2024;2024-03-27;;CLI-0035;EMP-503;ENT-MTL;BD-1155;8;484,27;10,60;322,38;Représentant
CMD-102116;16/11/2024;18/11/2024;23-déc-24;CLI-0130;EMP-508;ENT-QC;BD-1065;13;191,65;23,20;128,81;Salon
CMD-100011;03/01/2024;12/01/2024;17/02/2024;CLI-0156;EMP-502;ENT-QC;BD-1158;12;333,07;4,70;180,81;Représentant
CMD-100723;16/05/2024;24/05/2024;2024-06-16;CLI-0056;EMP-502;ENT-MTL;BD-1104;5;83,43;24,60;75,12;Courriel
CMD-101371;22/08/2024;2024-08-31;06/10/2024;CLI-0135;EMP-506;ENT-SAG;BD-1016;4;355,78;13,90;219,41;Téléphone
CMD-101084;08/07/2024;12/07/2024;2024-08-11;CLI-0139;EMP-506;ENT-QC;BD-1001;1;295,06;12,00;182,30;Téléphone
CMD-101112;15/07/2024;24/07/2024;19-août-24;CLI-0003;EMP-508;ENT-MTL;BD-1048;4;49,68;3,00;32,82;Téléphone
CMD-100863;04/06/2024;06/06/2024;2024-07-01;CLI-0050;EMP-502;ENT-MTL;BD-1180;2;163,53;13,60;93,34;Représentant
CMD-102035;05-nov-24;11/11/2024;13/12/2024;CLI-0074;EMP-507;ENT-QC;BD-1010;2;121,65;25,40;87,08;Courriel
CMD-101646;21-sept-24;30/09/2024;22/10/2024;CLI-0080;EMP-506;ENT-MTL;BD-1058;2;207,34;15,30;146,46;Représentant
CMD-101914;21/10/2024;26-oct-24;01/12/2024;CLI-0137;EMP-503;ENT-MTL;BD-1165;15;147,57;19,80;105,70;Téléphone
CMD-101269;10/08/2024;2024-08-14;05/09/2024;CLI-0169;EMP-507;ENT-QC;BD-1103;1;194,67;14,50;151,66;Représentant
CMD-100714;15/05/2024;20/05/2024;12-juil-24;CLI-0099;EMP-505;ENT-MTL;BD-1028;37;192,25;18,70;140,77;Représentant
CMD-101718;30/09/2024;05/10/2024;2024-10-28;CLI-0200;EMP-509;ENT-QC;BD-1176;3;545,99;13,40;322,02;Portail web
CMD-100916;12/06/2024;17/06/2024;2024-07-16;CLI-0139;EMP-506;ENT-QC;BD-1121;6;65,21;16,20;43,73;Portail web
CMD-100213;01/03/2024;09-mars-24;09/04/2024;CLI-0037;EMP-504;ENT-QC;BD-1007;11;81,63;21,00;55,96;Téléphone
CMD-101229;05/08/2024;08/08/2024;2024-09-14;CLI-0081;EMP-502;ENT-MTL;BD-1002;3;389,39;16,90;292,58;Téléphone
CMD-102315;27-déc-24;31/12/2024;06/02/2025;CLI-0214;EMP-508;ENT-MTL;BD-1129;2;69,33;3,60;45,49;Portail web
CMD-100075;23/01/2024;01/02/2024;2024-03-16;CLI-0014;EMP-502;ENT-QC;BD-1143;12;344,62;8,10;215,92;Téléphone
CMD-100171;20/02/2024;25/02/2024;2024-04-07;CLI-0153;EMP-507;ENT-MTL;BD-1172;6;348,31;16,80;216,67;Représentant
CMD-100606;01/05/2024;2024-05-04;29/05/2024;CLI-0195;EMP-506;ENT-QC;BD-9256;4;216,54;14,60;159,88;Représentant
CMD-100342;22/03/2024;29-mars-24;07/05/2024;CLI-0108;EMP-503;ENT-SAG;BD-1140;2;52,91;16,70;40,41;Représentant
CMD-100951;17/06/2024;19/06/2024;07-août-24;CLI-0188;EMP-506;ENT-QC;BD-1107;6;187,90;14,70;147,44;Représentant
CMD-100332;21-mars-24;26/03/2024;13/04/2024;CLI-0209;EMP-508;ENT-MTL;BD-1163;8;478,90;21,90;294,58;Téléphone
CMD-101628;19/09/2024;2024-09-21;27/10/2024;CLI-0019;EMP-502;ENT-MTL;BD-1057;12;27,67;7,30;19,26;Portail web
CMD-100093;29/01/2024;01/02/2024;2024-03-27;CLI-0211;EMP-504;ENT-QC;BD-1012;8;103,14;15,30;68,19;Représentant
CMD-101271;12/08/2024;21/08/2024;2024-09-23;CLI-0064;EMP-504;ENT-QC;BD-1011;1;484,82;7,70;288,46;Représentant
CMD-102294;2024-12-20;22/12/2024;27/01/2025;CLI-0162;EMP-508;ENT-MTL;BD-1116;24;77,36;12,80;58,93;Portail web
CMD-101718;30/09/2024;05/10/2024;2024-10-28;CLI-0200;EMP-509;ENT-QC;BD-1069;6;345,32;13,40;198,50;Portail web
CMD-101465;03/09/2024;08/09/2024;2024-11-06;CLI-0031;EMP-509;ENT-SAG;BD-1062;2;152,84;14,90;112,54;Salon
CMD-102202;28/11/2024;2024-12-05;01/01/2025;CLI-0173;EMP-508;ENT-QC;BD-1149;8;158,61;13,40;108,85;Téléphone
CMD-100937;14/06/2024;22/06/2024;07/08/2024;CLI-0063;EMP-503;ENT-QC;BD-1024;12;283,92;15,00;185,46;Téléphone
CMD-100231;2024-03-05;08/03/2024;13/03/2024;CLI-0199;EMP-504;ENT-MTL;BD-1005;2;291,30;10,90;204,06;Portail web
CMD-102201;28/11/2024;01/12/2024;2025-01-03;CLI-0129;EMP-508;ENT-SAG;BD-1170;1;32,29;8,10;16,60;Représentant
CMD-100335;21/03/2024;26-mars-24;29/05/2024;CLI-0037;EMP-504;ENT-SAG;BD-1104;4;89,61;19,00;75,12;Représentant
CMD-100020;05/01/2024;12/01/2024;2024-02-16;CLI-0143;EMP-503;ENT-SAG;BD-1148;3;409,79;10,90;296,06;Représentant
CMD-101232;2024-08-05;09/08/2024;15/09/2024;CLI-0045;EMP-502;ENT-MTL;BD-1164;1;171,88;11,80;98,38;Représentant
CMD-101030;28/06/2024;01/07/2024;2024-08-05;CLI-0141;EMP-502;ENT-QC;BD-1125;4;372,34;15,40;285,25;Téléphone
CMD-101956;25/10/2024;29/10/2024;2024-12-07;CLI-0045;EMP-502;ENT-QC;BD-1136;2;185,99;10,40;110,14;Représentant
CMD-100750;2024-05-20;28/05/2024;07/07/2024;CLI-0199;EMP-504;ENT-QC;BD-1113;8;360,01;15,70;276,01;Portail web
CMD-100816;29/05/2024;31-mai-24;10/07/2024;CLI-0164;EMP-509;ENT-QC;BD-1064;3;116,08;7,30;69,43;Téléphone
CMD-102176;26/11/2024;29/11/2024;25/01/2025;CLI-0125;EMP-509;ENT-QC;BD-1063;1;345,90;6,10;242,15;Courriel
CMD-100642;07/05/2024;13-mai-24;14/06/2024;CLI-0089;EMP-502;ENT-SAG;BD-1055;9;243,78;25,80;209,35;Téléphone
CMD-100027;08/01/2024;2024-01-17;20/02/2024;CLI-0063;EMP-503;ENT-QC;BD-1092;1;242,83;14,00;140,04;Portail web
CMD-101863;15-oct-24;24/10/2024;02/12/2024;CLI-0072;EMP-501;ENT-QC;BD-1134;8;92,75;15,60;60,50;Téléphone
CMD-100123;06/02/2024;09/02/2024;2024-03-28;CLI-0158;EMP-507;ENT-MTL;BD-1001;4;305,95;8,70;182,30;Téléphone
CMD-101863;15/10/2024;24/10/2024;2024-12-02;CLI-0072;EMP-501;ENT-QC;BD-1127;2;254,11;15,60;170,72;Représentant
CMD-101819;09/10/2024;13/10/2024;08-nov-24;CLI-0084;EMP-503;ENT-MTL;BD-1093;3;200,85;10,30;132,18;Portail web
CMD-102244;09/12/2024;12/12/2024;;CLI-0211;EMP-504;ENT-SAG;BD-1177;24;339,32;16,80;211,22;Portail web
CMD-101825;2024-10-10;17/10/2024;11/12/2024;CLI-0125;EMP-509;ENT-MTL;BD-1182;12;102,24;6,10;56,87;Représentant
CMD-101080;08/07/2024;12/07/2024;03/09/2024;CLI-0133;EMP-508;ENT-SAG;BD-1043;2;469,57;11,00;294,10;Téléphone
CMD-100841;31/05/2024;07/06/2024;09/07/2024;CLI-0020;EMP-508;ENT-QC;BD-1161;8;127,80;5,40;62,84;Représentant
CMD-100618;02/05/2024;05/05/2024;2024-06-18;CLI-0080;EMP-506;ENT-MTL;BD-1129;6;62,48;13,10;45,49;Portail web
CMD-102220;02-déc-24;04/12/2024;21/01/2025;CLI-0209;EMP-508;ENT-QC;BD-1076;8;432,00;23,00;281,11;Portail web
CMD-100544;22/04/2024;27/04/2024;22-mai-24;CLI-0112;EMP-505;ENT-MTL;BD-1055;8;293,44;10,70;209,35;Représentant
CMD-102318;2024-12-28;03/01/2025;01/02/2025;CLI-0130;EMP-508;ENT-SAG;BD-1091;54;462,97;18,50;279,07;Représentant
CMD-100053;17/01/2024;20/01/2024;23-févr-24;CLI-0090;EMP-505;ENT-QC;BD-1141;2;415,98;16,70;307,78;Représentant
CMD-100140;12/02/2024;19-févr-24;01/04/2024;CLI-0219;EMP-505;ENT-MTL;BD-1134;12;101,21;8,00;60,50;Portail web
CMD-101688;26/09/2024;02/10/2024;2024-10-07;CLI-0217;EMP-506;ENT-MTL;BD-1066;71;265,06;23,10;199,26;Courriel
CMD-100258;2024-03-08;12/03/2024;18/04/2024;CLI-0116;EMP-509;ENT-SAG;BD-1127;12;260,76;13,40;170,72;Téléphone
CMD-100200;27/02/2024;06/03/2024;2024-04-04;CLI-0128;EMP-502;ENT-MTL;BD-1135;8;64,81;11,60;39,89;Portail web
CMD-100460;09-avr-24;15/04/2024;22/06/2024;CLI-0097;EMP-504;ENT-MTL;BD-1038;4;504,06;8,70;313,36;Représentant
CMD-100121;2024-02-06;08/02/2024;11/03/2024;CLI-0109;EMP-501;ENT-SAG;BD-1164;6;185,64;4,80;98,38;Représentant
CMD-100773;2024-05-23;27/05/2024;22/06/2024;CLI-0074;EMP-507;ENT-SAG;BD-1103;17;176,63;22,50;151,66;Représentant
CMD-101658;23/09/2024;30/09/2024;25/10/2024;CLI-0019;EMP-502;ENT-QC;BD-1068;3;515,31;8,60;284,28;Portail web
CMD-102244;09/12/2024;12/12/2024;;CLI-0211;EMP-504;ENT-SAG;BD-1157;3;43,58;16,80;24,69;Représentant
CMD-102173;25/11/2024;29/11/2024;05/01/2025;CLI-0150;EMP-502;ENT-MTL;BD-1072;1;367,33;7,20;196,62;Représentant
CMD-100447;2024-04-08;15/04/2024;18/05/2024;CLI-0017;EMP-507;ENT-MTL;BD-1047;24;88,54;16,90;70,06;Téléphone
CMD-102017;01/11/2024;04/11/2024;13-déc-24;CLI-0015;EMP-509;ENT-QC;BD-1140;3;60,52;4,70;40,41;Représentant
CMD-100428;2024-04-05;09/04/2024;18/05/2024;CLI-0118;EMP-504;ENT-MTL;BD-1117;4;131,03;11,60;98,28;Représentant
CMD-101599;16/09/2024;19/09/2024;2024-11-01;CLI-0157;EMP-502;ENT-MTL;BD-1044;12;271,97;15,80;195,45;Téléphone
CMD-100012;03/01/2024;06/01/2024;2024-01-30;CLI-0011;EMP-507;ENT-QC;BD-1125;1;430,00;2,30;285,25;Représentant
CMD-100119;2024-02-05;13/02/2024;21/02/2024;CLI-0175;EMP-505;ENT-MTL;BD-1175;6;165,10;2,70;94,86;Représentant
CMD-100593;30/04/2024;08/05/2024;17/06/2024;CLI-0130;EMP-508;ENT-QC;BD-1055;13;263,30;19,80;209,35;Portail web
CMD-100804;28/05/2024;02/06/2024;2024-07-23;CLI-0135;EMP-506;ENT-MTL;BD-1041;2;215,28;15,10;159,88;Représentant
CMD-102013;31/10/2024;05/11/2024;2024-12-04;CLI-0094;EMP-502;ENT-MTL;BD-1130;4;515,94;8,60;317,23;Salon
CMD-101840;11-oct-24;16/10/2024;09/11/2024;CLI-0056;EMP-502;ENT-MTL;BD-1091;10;441,05;22,40;279,07;Représentant
CMD-102061;00/00/0000;2024-11-12;12/12/2024;CLI-0072;EMP-501;ENT-QC;BD-1099;2;416,30;16,20;287,66;Représentant
CMD-100386;30/03/2024;2024-04-04;21/04/2024;CLI-0212;EMP-507;ENT-MTL;BD-1080;21;245320,00;25,80;173,12;Portail web
CMD-100513;17/04/2024;21/04/2024;19-juin-24;CLI-0209;EMP-508;ENT-MTL;BD-1052;8;227,31;26,00;179,27;Représentant
CMD-100176;21/02/2024;24-févr-24;08/04/2024;CLI-0079;EMP-509;ENT-MTL;BD-1035;3;45,04;6,90;30,00;Portail web
CMD-101258;2024-08-08;12/08/2024;07/09/2024;CLI-0185;EMP-508;ENT-QC;BD-1027;13;371,77;18,80;249,72;Téléphone
CMD-102088;12-nov-24;14/11/2024;07/12/2024;CLI-0059;EMP-504;ENT-QC;BD-1162;8;109,57;20,10;66,97;Portail web
CMD-100696;13-mai-24;18/05/2024;;CLI-0181;EMP-504;ENT-MTL;BD-1117;6;140,95;4,90;98,28;Représentant
CMD-101791;2024-10-07;12/10/2024;27/10/2024;CLI-0204;EMP-506;ENT-SAG;BD-1068;24;546,93;3,00;284,28;Représentant
CMD-100892;10-juin-24;13/06/2024;18/07/2024;CLI-0198;EMP-504;ENT-QC;BD-1056;4;459,74;6,50;287,11;Courriel
CMD-101646;2024-09-21;30/09/2024;22/10/2024;CLI-0080;EMP-506;ENT-MTL;BD-1172;2;354,49;15,30;216,67;Téléphone
CMD-100229;2024-03-04;09/03/2024;17/04/2024;CLI-0153;EMP-507;ENT-MTL;BD-1054;6;409,50;12,10;257,53;Représentant
CMD-100985;21/06/2024;25/06/2024;30/07/2024;CLI-0039;EMP-503;ENT-MTL;BD-1174;4;268,75;8,90;165,53;Portail web
CMD-100763;22/05/2024;2024-05-31;14/07/2024;CLI-0193;EMP-509;ENT-MTL;BD-1118;4;428,37;13,80;336,11;Représentant
CMD-100562;24/04/2024;02/05/2024;21-mai-24;CLI-0125;EMP-509;ENT-MTL;BD-1055;2;320,15;2,50;209,35;Portail web
CMD-100285;13/03/2024;16/03/2024;03/05/2024;CLI-0042;EMP-505;ENT-SAG;BD-1050;3;444,29;11,90;291,69;Téléphone
CMD-100560;2024-04-24;27/04/2024;10/06/2024;CLI-0143;EMP-503;ENT-QC;BD-1046;3;405,78;15,00;308,91;Représentant
CMD-101894;18/10/2024;2024-10-22;17/11/2024;CLI-0089;EMP-502;ENT-QC;BD-1013;16;400,00;22,50;308,85;Portail web
CMD-100019;2024-01-05;11/01/2024;08/03/2024;CLI-0037;EMP-504;ENT-QC;BD-1136;25;155,36;25,20;110,14;Représentant
CMD-101933;23/10/2024;2024-10-30;01/12/2024;CLI-0099;EMP-505;ENT-MTL;BD-1155;48;430,35;20,60;322,38;Courriel
CMD-101582;13/09/2024;17/09/2024;31/10/2024;CLI-0187;EMP-507;ENT-MTL;BD-1085;1;58,69;12,70;40,90;Courriel
CMD-100454;09/04/2024;13/04/2024;2024-05-29;CLI-0042;EMP-505;ENT-QC;BD-1053;3;274,75;16,00;176,84;Représentant
CMD-100667;09/05/2024;2024-05-11;02/07/2024;CLI-0212;EMP-507;ENT-QC;BD-1063;10;301,95;18,00;242,15;Courriel
CMD-101802;08/10/2024;11/10/2024;09/11/2024;CLI-0212;EMP-507;ENT-SAG;BD-1105;2;198,26;23,50;166,12;Représentant
CMD-102016;01-nov-24;10/11/2024;02/12/2024;CLI-0122;EMP-505;ENT-QC;BD-1092;3;275,89;2,20;140,04;Salon
CMD-100741;2024-05-20;27/05/2024;20/07/2024;CLI-0076;EMP-507;ENT-QC;BD-1045;73;106,72;18,60;76,76;Représentant
CMD-101412;28/08/2024;30/08/2024;16/10/2024;CLI-0074;EMP-507;ENT-SAG;BD-1015;16;408,09;23,20;318,69;Représentant
CMD-100021;06/01/2024;14/01/2024;13-mars-24;CLI-0064;EMP-504;ENT-QC;BD-1151;12;152,03;4,40;90,35;Représentant
CMD-100476;11/04/2024;15-avr-24;23/05/2024;CLI-0118;EMP-504;ENT-QC;BD-1051;4;111,77;13,80;78,12;Représentant
CMD-100724;16/05/2024;20/05/2024;01-juil-24;CLI-0040;EMP-509;ENT-SAG;BD-1112;8;95,91;16,50;65,64;Représentant
CMD-100274;2024-03-12;16/03/2024;09/05/2024;CLI-0110;EMP-507;ENT-SAG;BD-1026;3;411,99;6,00;241,74;Représentant
CMD-100505;16/04/2024;20/04/2024;2024-06-08;CLI-0155;EMP-506;ENT-QC;BD-1047;8;91,66;14,00;70,06;Portail web
CMD-102301;24/12/2024;29-déc-24;30/01/2025;CLI-0146;EMP-503;ENT-QC;BD-1144;6;150,09;15,90;96,31;Représentant
CMD-100092;2024-01-29;31/01/2024;01/03/2024;CLI-0137;EMP-503;ENT-QC;BD-1138;11;118,94;19,30;86,38;Portail web
CMD-100077;2024-01-24;30/01/2024;11/03/2024;CLI-0076;EMP-507;ENT-MTL;BD-1151;8;127,24;20,00;90,35;Portail web
CMD-101573;13/09/2024;21/09/2024;2024-10-17;CLI-0127;EMP-503;ENT-SAG;BD-1088;2;544,44;13,60;335,85;Téléphone
CMD-101437;30/08/2024;2024-09-06;14/10/2024;CLI-0116;EMP-509;ENT-MTL;BD-1023;3;336,35;10,90;239,29;Courriel
CMD-101568;12-sept-24;17/09/2024;31/10/2024;CLI-0006;EMP-505;ENT-QC;BD-1176;12;565,46;10,30;322,02;Représentant
CMD-101145;23/07/2024;31/07/2024;17/09/2024;CLI-0016;EMP-505;ENT-MTL;BD-1001;3;314,06;6,30;182,30;Représentant
CMD-101245;2024-08-07;11/08/2024;29/09/2024;CLI-0087;EMP-502;ENT-MTL;BD-1014;24;37,44;16,20;26,62;Représentant
CMD-101995;2024-10-30;06/11/2024;22/12/2024;CLI-0131;EMP-502;ENT-SAG;BD-1047;8;92,22;13,50;70,06;Représentant
CMD-101725;30/09/2024;04-oct-24;05/11/2024;CLI-0090;EMP-505;ENT-MTL;BD-1101;4;94,59;12,80;62,94;Représentant
CMD-101273;12/08/2024;2024-08-16;09/09/2024;CLI-0147;EMP-506;ENT-QC;BD-1092;6;274,21;2,80;140,04;Portail web
CMD-101059;2024-07-03;07/07/2024;18/08/2024;CLI-0009;EMP-502;ENT-MTL;BD-1026;19;337,43;23,00;241,74;Téléphone
CMD-101417;28/08/2024;2024-08-31;10/10/2024;CLI-0045;EMP-502;ENT-SAG;BD-1042;2;366,96;16,90;261,53;Représentant
CMD-101002;26/06/2024;2024-07-04;03/08/2024;CLI-0199;EMP-504;ENT-MTL;BD-1182;2;93,64;14,00;56,87;Portail web
CMD-101135;20/07/2024;24/07/2024;08-sept-24;CLI-0139;EMP-506;ENT-SAG;BD-1031;6;441,69;15,00;294,44;Représentant
CMD-100009;02/01/2024;11/01/2024;2024-02-07;CLI-0141;EMP-502;ENT-QC;BD-1173;8;347,96;12,70;207,98;Portail web
CMD-100811;29/05/2024;07-juin-24;19/07/2024;CLI-0205;EMP-505;ENT-MTL;BD-1008;6;213,23;8,80;128,94;Représentant
CMD-102149;20/11/2024;25/11/2024;2024-12-20;CLI-0157;EMP-502;ENT-QC;BD-1152;8;419,46;12,80;265,82;Téléphone
CMD-101566;12/09/2024;16/09/2024;2024-11-04;CLI-0037;EMP-504;ENT-MTL;BD-1044;7;240,45;25,60;195,45;Téléphone
CMD-101523;10/09/2024;18/09/2024;09/10/2024;CLI-0209;EMP-508;ENT-SAG;BD-1143;5;283,82;24,30;215,92;Salon
CMD-102063;08/11/2024;12/11/2024;2024-12-10;CLI-0211;EMP-504;ENT-MTL;BD-1158;8;307,79;11,90;180,81;Courriel
CMD-101194;01-août-24;04/08/2024;04/09/2024;CLI-0059;EMP-504;ENT-MTL;BD-1012;16;90,76;25,40;68,19;Portail web
CMD-100836;2024-05-30;06/06/2024;11/07/2024;CLI-0200;EMP-509;ENT-QC;BD-1142;2;142,84;12,40;98,85;Téléphone
CMD-100825;30-mai-24;04/06/2024;25/07/2024;CLI-0148;EMP-501;ENT-MTL;BD-1172;3;368,83;11,90;216,67;Représentant
CMD-100828;30/05/2024;08/06/2024;07/07/2024;CLI-0171;EMP-507;ENT-QC;BD-1116;6;83,08;6,30;58,93;Téléphone
CMD-101789;05/10/2024;09/10/2024;18/11/2024;CLI-0158;EMP-507;ENT-QC;BD-1168;12;371,28;7,20;224,71;Téléphone
CMD-102245;09/12/2024;17/12/2024;2025-01-04;CLI-0099;EMP-505;ENT-QC;BD-1110;6;221,69;21,90;178,91;Téléphone
CMD-100065;19-janv-24;24/01/2024;03/03/2024;CLI-0126;EMP-502;ENT-QC;BD-1165;4;164,38;10,70;105,70;Représentant
CMD-101024;2024-06-28;01/07/2024;27/08/2024;CLI-0055;EMP-506;ENT-MTL;BD-1063;1;359,76;2,30;242,15;Portail web
CMD-101084;08/07/2024;12/07/2024;2024-08-11;CLI-0139;EMP-506;ENT-QC;BD-1035;1;42,58;12,00;30,00;Représentant
CMD-101893;18/10/2024;24/10/2024;2024-11-16;CLI-0037;EMP-504;ENT-MTL;BD-1089;60;254,04;19,80;157,64;Téléphone
CMD-100723;16/05/2024;24/05/2024;16/06/2024;CLI-0056;EMP-502;ENT-MTL;BD-1038;9;415,96;24,60;313,36;Portail web
CMD-101014;27/06/2024;02/07/2024;2024-08-22;CLI-0012;EMP-501;ENT-MTL;BD-1123;24;174,81;19,60;129,56;Courriel
CMD-101281;12/08/2024;2024-08-20;26/09/2024;CLI-0188;EMP-506;ENT-MTL;BD-1007;4;89,55;13,30;55,96;Représentant
CMD-100100;31/01/2024;09-févr-24;28/02/2024;CLI-0073;EMP-501;ENT-MTL;BD-1143;3;325,98;13,10;215,92;Représentant
CMD-102087;12/11/2024;2024-11-21;29/11/2024;CLI-0084;EMP-503;ENT-MTL;BD-1067;24;35,29;15,20;23,77;Représentant
CMD-100168;19/02/2024;28/02/2024;04/04/2024;CLI-0082;EMP-504;ENT-QC;BD-1089;1;299,94;5,30;157,64;Téléphone
CMD-101223;05/08/2024;09/08/2024;18/09/2024;CLI-0195;EMP-506;ENT-SAG;BD-1019;3;256,12;14,90;170,21;Représentant
CMD-101301;14/08/2024;18/08/2024;23/10/2024;CLI-0137;EMP-503;ENT-QC;BD-1118;13;398,38;19,90;336,11;Portail web
CMD-100765;2024-05-22;24/05/2024;29/06/2024;CLI-0187;EMP-507;ENT-QC;BD-1004;8;236,37;13,80;155,56;Représentant
CMD-100826;30/05/2024;04/06/2024;2024-07-23;CLI-0116;EMP-509;ENT-MTL;BD-1002;3;395,83;15,50;292,58;Portail web
CMD-100510;16/04/2024;2024-04-20;03/07/2024;CLI-0044;EMP-505;ENT-MTL;BD-1113;1;371,96;12,90;276,01;Représentant
CMD-101386;2024-08-26;04/09/2024;05/10/2024;CLI-0137;EMP-503;ENT-QC;BD-1057;7;22,39;25,00;19,26;Téléphone
CMD-100560;2024-04-24;27/04/2024;10/06/2024;CLI-0143;EMP-503;ENT-QC;BD-1105;6;220,25;15,00;166,12;Courriel
CMD-100117;2024-02-05;14/02/2024;07/03/2024;CLI-0032;EMP-504;ENT-MTL;BD-1118;3;483,13;2,80;336,11;Représentant
CMD-101977;29/10/2024;07-nov-24;31/12/2024;CLI-0076;EMP-507;ENT-MTL;BD-1020;20;45,07;21,60;32,44;Représentant
CMD-102246;2024-12-09;18/12/2024;15/01/2025;CLI-0038;EMP-507;ENT-MTL;BD-1084;8;502,70;13,40;312,00;Portail web
CMD-101300;14/08/2024;17/08/2024;03-sept-24;CLI-0041;EMP-508;ENT-QC;BD-1023;2;333,88;11,50;239,29;Portail web
CMD-100024;08/01/2024;12/01/2024;2024-03-06;CLI-0182;EMP-503;ENT-SAG;BD-1169;4;496,19;14,00;276,47;Portail web
CMD-100077;24-janv-24;30/01/2024;11/03/2024;CLI-0076;EMP-507;ENT-MTL;BD-1102;10;387,96;20,00;255,33;Téléphone
CMD-101121;18/07/2024;22/07/2024;03-sept-24;CLI-0149;EMP-501;ENT-SAG;BD-1177;3;390,76;4,10;211,22;Représentant
CMD-100848;01/06/2024;2024-06-06;30/06/2024;CLI-0157;EMP-502;ENT-QC;BD-1007;4;90,02;12,90;55,96;Téléphone
CMD-101733;01-oct-24;04/10/2024;05/11/2024;CLI-0152;EMP-503;ENT-MTL;BD-1075;1;97,60;3,10;59,74;Portail web
CMD-101223;05/08/2024;09/08/2024;18-sept-24;CLI-0195;EMP-506;ENT-SAG;BD-1049;3;46,49;14,90;30,58;Téléphone
CMD-100687;2024-05-13;19/05/2024;19/06/2024;CLI-0157;EMP-502;ENT-SAG;BD-1080;1;293,29;11,30;173,12;Portail web
CMD-102260;11/12/2024;19/12/2024;2025-01-04;CLI-0199;EMP-504;ENT-QC;BD-1131;6;57,78;13,80;36,32;Portail web
CMD-102137;2024-11-19;26/11/2024;19/12/2024;CLI-0099;EMP-505;ENT-SAG;BD-1083;8;250,23;18,50;157,14;Représentant
CMD-102141;19/11/2024;24/11/2024;2024-12-10;CLI-0109;EMP-501;ENT-QC;BD-1039;3;181,97;8,10;119,66;Portail web
CMD-101332;17/08/2024;19/08/2024;03/10/2024;CLI-0166;EMP-503;ENT-QC;BD-1049;2;46,13;15,60;30,58;Représentant
CMD-101988;30-oct-24;04/11/2024;25/12/2024;CLI-0110;EMP-507;ENT-MTL;BD-1057;3;28,20;5,50;19,26;Courriel
CMD-101048;02/07/2024;10/07/2024;2024-08-17;CLI-0212;EMP-507;ENT-SAG;BD-1091;21;459,76;19,10;279,07;
CMD-101835;11/10/2024;19-oct-24;30/11/2024;CLI-0012;EMP-501;ENT-SAG;BD-1157;17;40,21;23,20;24,69;Téléphone
CMD-101023;28/06/2024;06/07/2024;2024-09-06;CLI-0074;EMP-507;ENT-QC;BD-1105;6;204,49;21,10;166,12;Téléphone
CMD-102281;17/12/2024;19/12/2024;2025-02-01;CLI-0062;EMP-507;ENT-MTL;BD-1100;6;461,27;14,00;306,44;Téléphone
CMD-101610;17/09/2024;20/09/2024;2024-11-15;CLI-0053;EMP-509;ENT-SAG;BD-1090;12;82,29;14,10;57,58;Courriel
CMD-100276;12/03/2024;21/03/2024;26-avr-24;CLI-0173;EMP-508;ENT-MTL;BD-1015;1;454,91;14,30;318,69;Représentant
CMD-100292;14/03/2024;20-mars-24;17/04/2024;CLI-0033;EMP-504;ENT-MTL;BD-1164;6;171,11;12,20;98,38;Représentant
CMD-101082;2024-07-08;12/07/2024;15/08/2024;CLI-0137;EMP-503;ENT-MTL;BD-1123;8;178,23;18,10;129,56;Téléphone
CMD-100464;10/04/2024;19/04/2024;23/05/2024;CLI-0172;EMP-502;ENT-SAG;BD-1059;8;495,44;6,00;324,94;Courriel
CMD-100264;09/03/2024;14/03/2024;;CLI-0129;EMP-508;ENT-QC;BD-1159;8;264,29;8,50;166,16;Portail web
CMD-101216;2024-08-02;09/08/2024;28/08/2024;CLI-0185;EMP-508;ENT-QC;BD-1118;8;375,38;24,50;336,11;Téléphone
CMD-100568;25/04/2024;2024-04-29;12/05/2024;CLI-0029;EMP-506;ENT-QC;BD-1033;2;143,10;23,60;110,89;Portail web
