no_achat	date_commande	date_prevue	date_reception	code_fournisseur	code_article	quantite	cout_unitaire	statut
ACH-70267	2024-09-15	2024-09-22	2024-09-29	FRN-013	BD-1121	60	43,73 $	Recue
ACH-70267	2024-09-15	2024-09-22	2024-09-29	FRN-013	BD-1121	36	43,73 $	Recue
ACH-70267	2024-09-15	2024-09-22	2024-09-29	FRN-013	BD-1112	240	65,64 $	Recue
ACH-70267	2024-09-15	2024-09-22	2024-09-29	FRN-013	BD-1126	96	130,29 $	Recue
ACH-70268	2024-10-03	2024-10-10	2024-10-10	FRN-013	BD-1126	36	130,29 $	Recue
ACH-70269	2024-10-19	2024-10-26	2024-10-28	FRN-013	BD-1108	48	166,46 $	Recue
ACH-70269	2024-10-19	2024-10-26	2024-10-28	FRN-013	BD-1111	12	145,84 $	Recue
ACH-70269	2024-10-19	2024-10-26	2024-10-28	FRN-013	BD-1111	120	145,84 $	Recue
ACH-70270	2024-11-04	2024-11-11	2024-11-15	FRN-013	BD-1108	48	166,46 $	Recue
ACH-70270	2024-11-04	2024-11-11	2024-11-15	FRN-013	BD-1121	96	43,73 $	Recue
ACH-70270	2024-11-04	2024-11-11	2024-11-15	FRN-013	BD-1111	96	145,84 $	Recue
ACH-70271	2024-11-18	2024-11-25	2024-11-25	FRN-013	BD-1126	-6	130,29 $	Recue
ACH-70272	2024-12-01	2024-12-08	2024-12-08	FRN-013	BD-1126	-24	130,29 $	Recue
ACH-70273	2024-12-18	2024-12-25	2024-12-25	FRN-013	BD-1112	96	65,64 $	Recue
ACH-70273	2024-12-18	2024-12-25	2024-12-25	FRN-013	BD-1108	12	166,46 $	Recue
ACH-70273	2024-12-18	2024-12-25	2024-12-25	FRN-013	BD-1121	48	43,73 $	Recue
ACH-70274	2024-12-27	2025-01-03	2025-01-03	FRN-013	BD-1126	120	130,29 $	Recue
ACH-70274	2024-12-27	2025-01-03	2025-01-03	FRN-013	BD-1111	120	145,84 $	Recue
ACH-70274	2024-12-27	2025-01-03	2025-01-03	FRN-013	BD-1108	24	166,46 $	Recue
ACH-70274	2024-12-27	2025-01-03	2025-01-03	FRN-013	BD-1108	96	166,46 $	Recue
ACH-70275	2025-01-13	2025-01-20	2025-01-20	FRN-013	BD-1108	48	169,96 $	Recue
ACH-70276	2025-01-27	2025-02-03	2025-02-03	FRN-013	BD-1121	48	44,65 $	Recue
ACH-70276	2025-01-27	2025-02-03	2025-02-03	FRN-013	BD-1121	36	44,65 $	Recue
ACH-70276	2025-01-27	2025-02-03	2025-02-03	FRN-013	BD-1108	120	169,96 $	Recue
ACH-70277	2025-02-08	2025-02-15	2025-02-15	FRN-013	BD-1112	48	67,02 $	Recue
ACH-70277	2025-02-08	2025-02-15	2025-02-15	FRN-013	BD-1112	240	67,02 $	Recue
ACH-70277	2025-02-08	2025-02-15	2025-02-15	FRN-013	BD-1114	12	152,73 $	Recue
ACH-70278	2025-02-27	2025-03-06	2025-03-06	FRN-013	BD-1114	120	152,73 $	Recue
ACH-70278	2025-02-27	2025-03-06	2025-03-06	FRN-013	BD-1112	120	67,02 $	Recue
ACH-70278	2025-02-27	2025-03-06	2025-03-06	FRN-013	BD-1126	12	133,03 $	Recue
ACH-70278	2025-02-27	2025-03-06	2025-03-06	FRN-013	BD-1108	36	169,96 $	Recue
ACH-70279	2025-03-18	2025-03-25	2025-03-25	FRN-013	BD-1108	48	169,96 $	Recue
ACH-70279	2025-03-18	2025-03-25	2025-03-25	FRN-013	BD-1108	240	169,96 $	Recue
ACH-70279	2025-03-18	2025-03-25	2025-03-25	FRN-013	BD-1121	-6	44,65 $	Recue
ACH-70279	2025-03-18	2025-03-25	2025-03-25	FRN-013	BD-1126	36	133,03 $	Recue
ACH-70279	2025-03-18	2025-03-25	2025-03-25	FRN-013	BD-1108	48	169,96 $	Recue
ACH-70280	2025-03-28	2025-04-04	2025-04-04	FRN-013	BD-1121	96	44,65 $	Recue
ACH-70280	2025-03-28	2025-04-04	2025-04-04	FRN-013	BD-1126	60	133,03 $	Recue
ACH-70281	2025-04-09	2025-04-16	2025-04-16	FRN-013	BD-1108	120	169,96 $	Recue
ACH-70281	2025-04-09	2025-04-16	2025-04-16	FRN-013	BD-9483	36	67,02 $	Recue
ACH-70281	2025-04-09	2025-04-16	2025-04-16	FRN-013	BD-1114	60	152,73 $	Recue
ACH-70282	2025-04-28	2025-05-05	2025-05-14	FRN-013	BD-1108	48	169,96 $	Recue
ACH-70282	2025-04-28	2025-05-05	2025-05-14	FRN-013	BD-1112	24	67,02 $	Recue
ACH-70283	2025-05-07	2025-05-14	2025-05-14	FRN-013	BD-1108	12	169,96 $	Recue
ACH-70283	2025-05-07	2025-05-14	2025-05-14	FRN-013	BD-1111	12	148,90 $	Recue
ACH-70283	2025-05-07	2025-05-14	2025-05-14	FRN-013	BD-1108	48	169,96 $	Recue
ACH-70284	2025-05-25	2025-06-01	2025-06-01	FRN-013	BD-1121	60	44,65 $	Recue
ACH-70284	2025-05-25	2025-06-01	2025-06-01	FRN-013	BD-1126	12	133,03 $	Recue
ACH-70284	2025-05-25	2025-06-01	2025-06-01	FRN-013	BD-1121	240	44,65 $	Recue
ACH-70284	2025-05-25	2025-06-01	2025-06-01	FRN-013	BD-1111	12	148,90 $	Recue
ACH-70285	2025-06-08	2025-06-15	2025-06-18	FRN-013	BD-1108	60	169,96 $	Recue
ACH-70285	2025-06-08	2025-06-15	2025-06-18	FRN-013	BD-1111	240	148,90 $	Recue
ACH-70285	2025-06-08	2025-06-15	2025-06-18	FRN-013	BD-1108	36	169,96 $	Recue
ACH-70285	2025-06-08	2025-06-15	2025-06-18	FRN-013	BD-1112	120	67,02 $	Recue
ACH-70286	2025-06-19	2025-06-26	2025-06-26	FRN-013	BD-1111	240	148,90 $	Recue
ACH-70286	2025-06-19	2025-06-26	2025-06-26	FRN-013	BD-1126	48	133,03 $	Recue
ACH-70286	2025-06-19	2025-06-26	2025-06-26	FRN-013	BD-1108	12	169,96 $	Recue
ACH-70286	2025-06-19	2025-06-26	2025-06-26	FRN-013	BD-1126	60	133,03 $	Recue
ACH-70287	2025-07-01	2025-07-08	2025-07-08	FRN-013	BD-1121	60	44,65 $	Recue
ACH-70287	2025-07-01	2025-07-08	2025-07-08	FRN-013	BD-1108	48	169,96 $	Recue
ACH-70287	2025-07-01	2025-07-08	2025-07-08	FRN-013	BD-1126	120	133,03 $	Recue
ACH-70287	2025-07-01	2025-07-08	2025-07-08	FRN-013	BD-1121	96	44,65 $	Recue
ACH-70287	2025-07-01	2025-07-08	2025-07-08	FRN-013	BD-1111	96	148,90 $	Recue
ACH-70288	2025-07-14	2025-07-21	2025-07-21	FRN-013	BD-1111	240	148,90 $	Recue
ACH-70288	2025-07-14	2025-07-21	2025-07-21	FRN-013	BD-1108	240	169,96 $	Recue
ACH-70289	2025-08-02	2025-08-09	2025-08-09	FRN-013	BD-1112	48	67,02 $	Recue
ACH-70289	2025-08-02	2025-08-09	2025-08-09	FRN-013	BD-1112	24	67,02 $	Recue
ACH-70290	2025-08-17	2025-08-24	2025-08-26	FRN-013	BD-1114	120	152,73 $	Recue
ACH-70290	2025-08-17	2025-08-24	2025-08-26	FRN-013	BD-1121	96	44,65 $	Recue
ACH-70290	2025-08-17	2025-08-24	2025-08-26	FRN-013	BD-1108	36	169,96 $	Recue
ACH-70290	2025-08-17	2025-08-24	2025-08-26	FRN-013	BD-1112	48	67,02 $	Recue
ACH-70291	2025-08-27	2025-09-03	2025-09-03	FRN-013	BD-1126	36	133,03 $	Recue
ACH-70291	2025-08-27	2025-09-03	2025-09-03	FRN-013	BD-1121	96	44,65 $	Recue
ACH-70291	2025-08-27	2025-09-03	2025-09-03	FRN-013	BD-1111	60	148,90 $	Recue
ACH-70292	2025-09-08	2025-09-15	2025-09-15	FRN-013	BD-1114	12	152,73 $	Recue
ACH-70292	2025-09-08	2025-09-15	2025-09-15	FRN-013	BD-1114	48	152,73 $	Recue
ACH-70293	2025-09-18	2025-09-25	2025-09-25	FRN-013	BD-1121	96	44,65 $	Recue
ACH-70293	2025-09-18	2025-09-25	2025-09-25	FRN-013	BD-1121	24	44,65 $	Recue
ACH-70293	2025-09-18	2025-09-25	2025-09-25	FRN-013	BD-1126	96	133,03 $	Recue
ACH-70293	2025-09-18	2025-09-25	2025-09-25	FRN-013	BD-1111	12	148,90 $	Recue
ACH-70294	2025-10-04	2025-10-11	2025-10-11	FRN-013	BD-1126	36	133,03 $	Recue
ACH-70294	2025-10-04	2025-10-11	2025-10-11	FRN-013	BD-1111	240	148,90 $	Recue
ACH-70294	2025-10-04	2025-10-11	2025-10-11	FRN-013	BD-1126	120	133,03 $	Recue
ACH-70294	2025-10-04	2025-10-11	2025-10-11	FRN-013	BD-1121	24	44,65 $	Recue
ACH-70294	2025-10-04	2025-10-11	2025-10-11	FRN-013	BD-1114	48	152,73 $	Recue
ACH-70295	2025-10-20	2025-10-27	2025-10-27	FRN-013	BD-1108	120	169,96 $	Recue
ACH-70295	2025-10-20	2025-10-27	2025-10-27	FRN-013	BD-1126	60	133,03 $	Recue
ACH-70295	2025-10-20	2025-10-27	2025-10-27	FRN-013	BD-1111	48	148,90 $	Recue
ACH-70296	2025-11-02	2025-11-09	2025-11-09	FRN-013	BD-1112	240	67,02 $	Recue
ACH-70296	2025-11-02	2025-11-09	2025-11-09	FRN-013	BD-1112	96	67,02 $	Recue
ACH-70297	2025-11-14	2025-11-21	2025-11-21	FRN-013	BD-1114	240	152,73 $	Recue
ACH-70297	2025-11-14	2025-11-21	2025-11-21	FRN-013	BD-1121	48	44,65 $	Recue
ACH-70297	2025-11-14	2025-11-21	2025-11-21	FRN-013	BD-1111	12	148,90 $	Recue
ACH-70297	2025-11-14	2025-11-21	2025-11-21	FRN-013	BD-9052	96	133,03 $	Recue
ACH-70298	2025-12-03	2025-12-10	2025-12-10	FRN-013	BD-1111	120	148,90 $	Recue
ACH-70298	2025-12-03	2025-12-10	2025-12-10	FRN-013	BD-1126	12	133,03 $	Recue
ACH-70299	2025-12-22	2025-12-29	2025-12-29	FRN-013	BD-1126	36	133,03 $	Recue
ACH-70300	2024-01-01	2024-01-15	2024-01-15	FRN-014	BD-1127	48	170,72 $	Recue
ACH-70301	2024-01-10	2024-01-24	2024-01-24	FRN-014	BD-1038	120	313,36 $	Recue
ACH-70301	2024-01-10	2024-01-24	2024-01-24	FRN-014	BD-1129	96	45,49 $	Recue
ACH-70301	2024-01-10	2024-01-24	2024-01-24	FRN-014	BD-1160	60	40,71 $	Recue
ACH-70301	2024-01-10	2024-01-24	2024-01-24	FRN-014	BD-1160	36	40,71 $	Recue
ACH-70302	2024-01-25	2024-02-08	2024-02-08	FRN-014	BD-1129	96	45,49 $	Recue
ACH-70302	2024-01-25	2024-02-08	2024-02-08	FRN-014	BD-1139	120	198,93 $	Recue
ACH-70303	2024-02-07	2024-02-21	2024-02-21	FRN-014	BD-1138	96	86,38 $	Recue
ACH-70303	2024-02-07	2024-02-21	2024-02-21	FRN-014	BD-1138	24	86,38 $	Recue
ACH-70303	2024-02-07	2024-02-21	2024-02-21	FRN-014	BD-1049	96	30,58 $	Recue
ACH-70303	2024-02-07	2024-02-21	2024-02-21	FRN-014	BD-1182	12	56,87 $	Recue
ACH-70303	2024-02-07	2024-02-21	2024-02-21	FRN-014	BD-1172	36	216,67 $	Recue
ACH-70304	2024-02-20	2024-03-05	2024-03-05	FRN-014	BD-1172	96	216,67 $	Recue
ACH-70304	2024-02-20	2024-03-05	2024-03-05	FRN-014	BD-1139	120	198,93 $	Recue
ACH-70304	2024-02-20	2024-03-05	2024-03-05	FRN-014	BD-1182	96	56,87 $	Recue
ACH-70305	2024-03-09	2024-03-23	2024-03-23	FRN-014	BD-1038	60	313,36 $	Recue
ACH-70305	2024-03-09	2024-03-23	2024-03-23	FRN-014	BD-1169	12	276,47 $	Recue
ACH-70305	2024-03-09	2024-03-23	2024-03-23	FRN-014	BD-1139	60	198,93 $	Recue
ACH-70306	2024-03-29	2024-04-12	2024-04-12	FRN-014	BD-1181	12	305,97 $	Recue
ACH-70306	2024-03-29	2024-04-12	2024-04-12	FRN-014	BD-1038	12	313,36 $	Recue
ACH-70306	2024-03-29	2024-04-12	2024-04-12	FRN-014	BD-1039	24	119,66 $	Recue
ACH-70307	2024-04-12	2024-04-26	2024-04-26	FRN-014	BD-1037	96	16,31 $	Recue
ACH-70307	2024-04-12	2024-04-26	2024-04-26	FRN-014	BD-1160	36	40,71 $	Recue
ACH-70307	2024-04-12	2024-04-26	2024-04-26	FRN-014	BD-1178	24	116,97 $	Recue
ACH-70307	2024-04-12	2024-04-26	2024-04-26	FRN-014	BD-1182	36	56,87 $	Recue
ACH-70307	2024-04-12	2024-04-26	2024-04-26	FRN-014	BD-1155	24	322,38 $	Recue
ACH-70308	2024-04-26	2024-05-10	2024-05-10	FRN-014	BD-1041	36	159,88 $	Recue
ACH-70308	2024-04-26	2024-05-10	2024-05-10	FRN-014	BD-1049	36	30,58 $	Recue
ACH-70308	2024-04-26	2024-05-10	2024-05-10	FRN-014	BD-1175	60	94,86 $	Recue
ACH-70308	2024-04-26	2024-05-10	2024-05-10	FRN-014	BD-1039	96	119,66 $	Recue
ACH-70309	2024-05-15	2024-05-29	2024-05-29	FRN-014	BD-1045	120	76,76 $	Recue
ACH-70310	2024-05-26	2024-06-09	2024-06-09	FRN-014	BD-1041	240	159,88 $	Recue
ACH-70310	2024-05-26	2024-06-09	2024-06-09	FRN-014	BD-1139	96	198,93 $	Recue
ACH-70310	2024-05-26	2024-06-09	2024-06-09	FRN-014	BD-1039	120	119,66 $	Recue
ACH-70310	2024-05-26	2024-06-09	2024-06-09	FRN-014	BD-1138	60	86,38 $	Recue
ACH-70310	2024-05-26	2024-06-09	2024-06-09	FRN-014	BD-1063	120	242,15 $	Recue
ACH-70311	2024-06-14	2024-06-28	2024-06-28	FRN-014	BD-1039	48	119,66 $	Recue
ACH-70311	2024-06-14	2024-06-28	2024-06-28	FRN-014	BD-1139	36	198,93 $	Recue
ACH-70311	2024-06-14	2024-06-28	2024-06-28	FRN-014	BD-1155	96	322,38 $	Recue
ACH-70311	2024-06-14	2024-06-28	2024-06-28	FRN-014	BD-1160	12	40,71 $	Recue
ACH-70312	2024-06-24	2024-07-08	2024-07-14	FRN-014	BD-1161	60	62,84 $	Recue
ACH-70312	2024-06-24	2024-07-08	2024-07-14	FRN-014	BD-1182	96	56,87 $	Recue
ACH-70312	2024-06-24	2024-07-08	2024-07-14	FRN-014	BD-1155	12	322,38 $	Recue
ACH-70313	2024-07-09	2024-07-23	2024-07-23	FRN-014	BD-1130	60	317,23 $	Recue
ACH-70314	2024-07-22	2024-08-05	2024-08-11	FRN-014	BD-1049	12	30,58 $	Recue
ACH-70314	2024-07-22	2024-08-05	2024-08-11	FRN-014	BD-1171	60	83,70 $	Recue
ACH-70314	2024-07-22	2024-08-05	2024-08-11	FRN-014	BD-9620	24	119,66 $	Recue
ACH-70315	2024-08-09	2024-08-23	2024-08-23	FRN-014	BD-1138	96	86,38 $	Recue
ACH-70315	2024-08-09	2024-08-23	2024-08-23	FRN-014	BD-1181	36	305,97 $	Recue
ACH-70315	2024-08-09	2024-08-23	2024-08-23	FRN-014	BD-1155	24	322,38 $	Recue
ACH-70315	2024-08-09	2024-08-23	2024-08-23	FRN-014	BD-1178	-6	116,97 $	Recue
ACH-70315	2024-08-09	2024-08-23	2024-08-23	FRN-014	BD-1049	36	30,58 $	Recue
ACH-70316	2024-08-20	2024-09-03	2024-09-03	FRN-014	BD-1038	120	313,36 $	Recue
ACH-70316	2024-08-20	2024-09-03	2024-09-03	FRN-014	BD-1127	12	170,72 $	Recue
ACH-70316	2024-08-20	2024-09-03	2024-09-03	FRN-014	BD-1139	120	198,93 $	Recue
ACH-70316	2024-08-20	2024-09-03	2024-09-03	FRN-014	BD-1169	24	276,47 $	Recue
ACH-70317	2024-09-07	2024-09-21	2024-09-23	FRN-014	BD-1181	96	305,97 $	Recue
ACH-70317	2024-09-07	2024-09-21	2024-09-23	FRN-014	BD-1175	12	94,86 $	Recue
ACH-70317	2024-09-07	2024-09-21	2024-09-23	FRN-014	BD-1129	48	45,49 $	Recue
ACH-70317	2024-09-07	2024-09-21	2024-09-23	FRN-014	BD-1182	48	56,87 $	Recue
ACH-70318	2024-09-23	2024-10-07	2024-10-07	FRN-014	BD-1139	12	198,93 $	Recue
ACH-70318	2024-09-23	2024-10-07	2024-10-07	FRN-014	BD-1159	12	166,16 $	Recue
ACH-70319	2024-10-03	2024-10-17	2024-10-17	FRN-014	BD-1178	36	116,97 $	Recue
ACH-70319	2024-10-03	2024-10-17	2024-10-17	FRN-014	BD-1039	12	119,66 $	Recue
ACH-70320	2024-10-21	2024-11-04	2024-11-04	FRN-014	BD-1049	60	30,58 $	Recue
ACH-70320	2024-10-21	2024-11-04	2024-11-04	FRN-014	BD-1172	48	216,67 $	Recue
ACH-70320	2024-10-21	2024-11-04	2024-11-04	FRN-014	BD-1127	36	170,72 $	Recue
ACH-70320	2024-10-21	2024-11-04	2024-11-04	FRN-014	BD-1129	60	45,49 $	Recue
ACH-70321	2024-11-01	2024-11-15	2024-11-17	FRN-014	BD-1037	12	16,31 $	Recue
ACH-70322	2024-11-10	2024-11-24	2024-11-24	FRN-014	BD-1159	12	166,16 $	Recue
ACH-70322	2024-11-10	2024-11-24	2024-11-24	FRN-014	BD-1172	36	216,67 $	Recue
ACH-70322	2024-11-10	2024-11-24	2024-11-24	FRN-014	BD-1039	60	119,66 $	Recue
ACH-70323	2024-11-28	2024-12-12	2024-12-12	FRN-014	BD-1039	36	119,66 $	Recue
ACH-70323	2024-11-28	2024-12-12	2024-12-12	FRN-014	BD-1037	60	16,31 $	Recue
ACH-70324	2024-12-17	2024-12-31	2025-01-07	FRN-014	BD-1049	12	30,58 $	Recue
ACH-70324	2024-12-17	2024-12-31	2025-01-07	FRN-014	BD-1171	36	83,70 $	Recue
ACH-70324	2024-12-17	2024-12-31	2025-01-07	FRN-014	BD-1161	12	62,84 $	Recue
ACH-70324	2024-12-17	2024-12-31	2025-01-07	FRN-014	BD-1138	120	86,38 $	Recue
ACH-70325	2024-12-26	2025-01-09	2025-01-14	FRN-014	BD-1063	60	242,15 $	Recue
ACH-70325	2024-12-26	2025-01-09	2025-01-14	FRN-014	BD-1139	96	198,93 $	Recue
ACH-70325	2024-12-26	2025-01-09	2025-01-14	FRN-014	BD-1171	36	83,70 $	Recue
ACH-70326	2025-01-08	2025-01-22	2025-01-22	FRN-014	BD-1037	96	16,65 $	Recue
ACH-70327	2025-01-20	2025-02-03	2025-02-03	FRN-014	BD-1172	240	221,22 $	Recue
ACH-70327	2025-01-20	2025-02-03	2025-02-03	FRN-014	BD-1037	48	16,65 $	Recue
ACH-70327	2025-01-20	2025-02-03	2025-02-03	FRN-014	BD-1038	120	319,94 $	Recue
ACH-70327	2025-01-20	2025-02-03	2025-02-03	FRN-014	BD-1129	240	46,45 $	Recue
ACH-70328	2025-02-04	2025-02-18	2025-02-18	FRN-014	BD-1175	96	96,85 $	Recue
ACH-70328	2025-02-04	2025-02-18	2025-02-18	FRN-014	BD-1063	240	247,24 $	Recue
ACH-70328	2025-02-04	2025-02-18	2025-02-18	FRN-014	BD-1138	36	88,19 $	Recue
ACH-70328	2025-02-04	2025-02-18	2025-02-18	FRN-014	BD-1171	12	85,46 $	Recue
ACH-70329	2025-02-17	2025-03-03	2025-03-03	FRN-014	BD-1139	120	203,11 $	Recue
ACH-70329	2025-02-17	2025-03-03	2025-03-03	FRN-014	BD-1175	96	96,85 $	Recue
ACH-70330	2025-03-03	2025-03-17	2025-03-17	FRN-014	BD-1178	24	119,43 $	Recue
ACH-70330	2025-03-03	2025-03-17	2025-03-17	FRN-014	BD-1138	12	88,19 $	Recue
ACH-70330	2025-03-03	2025-03-17	2025-03-17	FRN-014	BD-1037	24	16,65 $	Recue
ACH-70331	2025-03-16	2025-03-30	2025-03-30	FRN-014	BD-1161	36	64,16 $	Recue
ACH-70331	2025-03-16	2025-03-30	2025-03-30	FRN-014	BD-1053	36	180,55 $	Recue
ACH-70332	2025-03-25	2025-04-08	2025-04-08	FRN-014	BD-1171	120	85,46 $	Recue
ACH-70332	2025-03-25	2025-04-08	2025-04-08	FRN-014	BD-1039	60	122,17 $	Recue
ACH-70332	2025-03-25	2025-04-08	2025-04-08	FRN-014	BD-1182	240	58,06 $	Recue
ACH-70332	2025-03-25	2025-04-08	2025-04-08	FRN-014	BD-1039	120	122,17 $	Recue
ACH-70332	2025-03-25	2025-04-08	2025-04-08	FRN-014	BD-1169	240	282,28 $	Recue
ACH-70333	2025-04-09	2025-04-23	2025-04-23	FRN-014	BD-1175	60	96,85 $	Recue
ACH-70333	2025-04-09	2025-04-23	2025-04-23	FRN-014	BD-1063	120	247,24 $	Recue
ACH-70333	2025-04-09	2025-04-23	2025-04-23	FRN-014	BD-1038	24	319,94 $	Recue
ACH-70333	2025-04-09	2025-04-23	2025-04-23	FRN-014	BD-1129	240	46,45 $	Recue
ACH-70333	2025-04-09	2025-04-23	2025-04-23	FRN-014	BD-1182	36	58,06 $	Recue
ACH-70334	2025-04-26	2025-05-10	2025-05-10	FRN-014	BD-1038	96	319,94 $	Recue
ACH-70335	2025-05-11	2025-05-25	2025-05-25	FRN-014	BD-1160	48	41,56 $	Recue
ACH-70335	2025-05-11	2025-05-25	2025-05-25	FRN-014	BD-1053	96	180,55 $	Recue
ACH-70336	2025-05-21	2025-06-04	2025-06-09	FRN-014	BD-1181	36	312,40 $	Recue
ACH-70336	2025-05-21	2025-06-04	2025-06-09	FRN-014	BD-1159	12	169,65 $	Recue
ACH-70336	2025-05-21	2025-06-04	2025-06-09	FRN-014	BD-1181	60	312,40 $	Recue
ACH-70336	2025-05-21	2025-06-04	2025-06-09	FRN-014	BD-1037	60	16,65 $	Recue
ACH-70337	2025-05-31	2025-06-14	2025-06-14	FRN-014	BD-1038	-12	319,94 $	Recue
ACH-70337	2025-05-31	2025-06-14	2025-06-14	FRN-014	BD-1127	120	174,31 $	Recue
ACH-70337	2025-05-31	2025-06-14	2025-06-14	FRN-014	BD-1171	24	85,46 $	Recue
ACH-70338	2025-06-12	2025-06-26	2025-06-26	FRN-014	BD-1181	48	312,40 $	Recue
ACH-70339	2025-06-28	2025-07-12	2025-07-18	FRN-014	BD-1037	240	16,65 $	Recue
ACH-70340	2025-07-07	2025-07-21	2025-08-07	FRN-014	BD-1129	120	46,45 $	Recue
ACH-70340	2025-07-07	2025-07-21	2025-08-07	FRN-014	BD-1130	24	323,89 $	Recue
ACH-70340	2025-07-07	2025-07-21	2025-08-07	FRN-014	BD-1053	12	180,55 $	Recue
ACH-70341	2025-07-25	2025-08-08	2025-08-08	FRN-014	BD-1063	120	247,24 $	Recue
ACH-70341	2025-07-25	2025-08-08	2025-08-08	FRN-014	BD-1182	120	58,06 $	Recue
ACH-70341	2025-07-25	2025-08-08	2025-08-08	FRN-014	BD-1049	-15	31,22 $	Recue
ACH-70342	2025-08-12	2025-08-26	2025-08-26	FRN-014	BD-1171	120	85,46 $	Recue
ACH-70342	2025-08-12	2025-08-26	2025-08-26	FRN-014	BD-1127	96	174,31 $	Recue
ACH-70343	2025-08-24	2025-09-07	2025-09-07	FRN-014	BD-1037	36	16,65 $	Recue
ACH-70343	2025-08-24	2025-09-07	2025-09-07	FRN-014	BD-1130	36	323,89 $	Recue
ACH-70343	2025-08-24	2025-09-07	2025-09-07	FRN-014	BD-1038	24	319,94 $	Recue
ACH-70344	2025-09-07	2025-09-21	2025-09-26	FRN-014	BD-1053	24	180,55 $	Recue
ACH-70345	2025-09-19	2025-10-03	2025-10-06	FRN-014	BD-1172	24	221,22 $	Recue
ACH-70345	2025-09-19	2025-10-03	2025-10-06	FRN-014	BD-1039	120	122,17 $	Recue
ACH-70346	2025-10-08	2025-10-22	2025-10-22	FRN-014	BD-1171	240	85,46 $	Recue
ACH-70347	2025-10-23	2025-11-06	2025-11-06	FRN-014	BD-1182	24	58,06 $	Recue
ACH-70347	2025-10-23	2025-11-06	2025-11-06	FRN-014	BD-1045	240	78,37 $	Recue
ACH-70348	2025-11-01	2025-11-15	2025-11-15	FRN-014	BD-1139	240	203,11 $	Recue
ACH-70349	2025-11-18	2025-12-02	2025-12-02	FRN-014	BD-1181	60	312,40 $	Recue
ACH-70350	2025-12-06	2025-12-20	2025-12-20	FRN-014	BD-1045	96	78,37 $	Recue
ACH-70350	2025-12-06	2025-12-20	2025-12-20	FRN-014	BD-1129	96	46,45 $	Recue
ACH-70350	2025-12-06	2025-12-20	2025-12-20	FRN-014	BD-1178	48	119,43 $	Recue
ACH-70350	2025-12-06	2025-12-20	2025-12-20	FRN-014	BD-1178	120	119,43 $	Recue
ACH-70351	2025-12-20	2026-01-03		FRN-014	BD-1172	240	221,22 $	En transit
ACH-70351	2025-12-20	2026-01-03		FRN-014	BD-1171	36	85,46 $	En transit
ACH-70351	2025-12-20	2026-01-03		FRN-014	BD-1053	48	180,55 $	En transit
ACH-70351	2025-12-20	2026-01-03		FRN-014	BD-1182	60	58,06 $	En transit
ACH-70352	2025-12-30	2026-01-13		FRN-014	BD-1181	12	312,40 $	En transit
ACH-70352	2025-12-30	2026-01-13		FRN-014	BD-1138	120	88,19 $	En transit
ACH-70353	2024-01-20	2024-03-05	2024-03-05	FRN-015	BD-1028	240	140,77 $	Recue
ACH-70353	2024-01-20	2024-03-05	2024-03-05	FRN-015	BD-1152	24	265,82 $	Recue
ACH-70353	2024-01-20	2024-03-05	2024-03-05	FRN-015	BD-1153	36	113,61 $	Recue
ACH-70354	2024-02-01	2024-03-17	2024-03-17	FRN-015	BD-1136	120	110,14 $	Recue
ACH-70354	2024-02-01	2024-03-17	2024-03-17	FRN-015	BD-1149	24	108,85 $	Recue
ACH-70354	2024-02-01	2024-03-17	2024-03-17	FRN-015	BD-1131	120	36,32 $	Recue
ACH-70354	2024-02-01	2024-03-17	2024-03-17	FRN-015	BD-1141	240	307,78 $	Recue
ACH-70355	2024-02-13	2024-03-29	2024-03-29	FRN-015	BD-1141	96	307,78 $	Recue
ACH-70355	2024-02-13	2024-03-29	2024-03-29	FRN-015	BD-1143	60	215,92 $	Recue
ACH-70355	2024-02-13	2024-03-29	2024-03-29	FRN-015	BD-9433	120	296,06 $	Recue
ACH-70355	2024-02-13	2024-03-29	2024-03-29	FRN-015	BD-1150	48	339,92 $	Recue
ACH-70355	2024-02-13	2024-03-29	2024-03-29	FRN-015	BD-1153	12	113,61 $	Recue
ACH-70356	2024-03-03	2024-04-17	2024-04-17	FRN-015	BD-1148	24	296,06 $	Recue
ACH-70356	2024-03-03	2024-04-17	2024-04-17	FRN-015	BD-1142	-60	98,85 $	Recue
ACH-70356	2024-03-03	2024-04-17	2024-04-17	FRN-015	BD-1141	96	307,78 $	Recue
ACH-70356	2024-03-03	2024-04-17	2024-04-17	FRN-015	BD-1141	12	307,78 $	Recue
ACH-70357	2024-03-23	2024-05-07	2024-05-07	FRN-015	BD-1133	48	61,66 $	Recue
ACH-70357	2024-03-23	2024-05-07	2024-05-07	FRN-015	BD-1131	240	36,32 $	Recue
ACH-70357	2024-03-23	2024-05-07	2024-05-07	FRN-015	BD-1150	240	339,92 $	Recue
ACH-70357	2024-03-23	2024-05-07	2024-05-07	FRN-015	BD-1010	12	87,08 $	Recue
ACH-70358	2024-04-06	2024-05-21	2024-05-21	FRN-015	BD-1154	240	323,13 $	Recue
ACH-70358	2024-04-06	2024-05-21	2024-05-21	FRN-015	BD-1141	120	307,78 $	Recue
ACH-70358	2024-04-06	2024-05-21	2024-05-21	FRN-015	BD-1136	48	110,14 $	Recue
