NO COMMANDE;DATE COMMANDE;DATE LIVRAISON;DATE PAIEMENT;CODE CLIENT;REPRESENTANT;ENTREPOT;CODE ARTICLE;QTE;PRIX UNITAIRE;REMISE %;COUT UNITAIRE;CANAL DE VENTE
CMD-104424;07-oct-25;10/10/2025;06/12/2025;CLI-0090;EMP-505;ENT-SAG;BD-1133;12;88,39;12,80;62,95;Représentant
CMD-103901;19-août-25;26/08/2025;09/10/2025;CLI-0137;EMP-503;ENT-MTL;BD-1061;12;90,03;23,80;76,81;Représentant
CMD-103150;14/05/2025;2025-05-17;31/07/2025;CLI-0158;EMP-507;ENT-SAG;BD-1111;1;206,78;6,70;148,90;Portail web
CMD-104417;07/10/2025;11-oct-25;12/12/2025;CLI-0023;EMP-505;ENT-MTL;BD-1076;6;533,71;4,90;338,68;Représentant
CMD-103243;23/05/2025;2025-05-28;13/07/2025;CLI-0073;EMP-501;ENT-SAG;BD-1111;12;193,92;12,50;148,90;Salon
CMD-102793;2025-03-29;06/04/2025;21/05/2025;CLI-0130;EMP-508;ENT-MTL;BD-1169;3;447,79;22,40;282,28;Portail web
CMD-102908;15/04/2025;17-avr-25;03/06/2025;CLI-0054;EMP-507;ENT-MTL;BD-1055;2;285,88;13,00;213,75;Téléphone
CMD-104107;2025-09-10;14/09/2025;27/10/2025;CLI-0073;EMP-501;ENT-QC;BD-1088;4;540,82;14,10;404,63;Téléphone
CMD-104972;03/12/2025;11/12/2025;;CLI-0121;EMP-508;ENT-MTL;BD-1012;2;103,12;15,30;69,62;Représentant
CMD-104981;05/12/2025;2025-12-10;;CLI-0037;EMP-504;ENT-SAG;BD-1134;22;87,89;20,10;61,77;Représentant
CMD-103441;17/06/2025;2025-06-21;07/08/2025;CLI-0091;EMP-504;ENT-MTL;BD-1115;8;69,58;6,80;47,23;Portail web
CMD-103321;2025-06-02;05/06/2025;26/07/2025;cli-0176;EMP-503;ENT-MTL;BD-1013;3;503,64;2,40;315,34;Téléphone
CMD-104606;23/10/2025;31-oct-25;29/12/2025;CLI-0209;EMP-508;ENT-QC;BD-1028;55;177,94;24,70;143,73;Portail web
CMD-102794;29/03/2025;05/04/2025;2025-05-30;CLI-0048;EMP-508;ENT-MTL;BD-1143;12;313,31;16,50;220,45;Représentant
CMD-103232;2025-05-22;26/05/2025;11/07/2025;CLI-0025;EMP-509;ENT-SAG;BD-1054;3;418,33;10,20;262,94;Courriel
CMD-103110;09/05/2025;12/05/2025;2025-07-05;CLI-0011;EMP-507;ENT-MTL;BD-1103;4;220,82;3,10;154,84;Représentant
CMD-103455;19/06/2025;25/06/2025;02-août-25;CLI-0209;EMP-508;ENT-QC;BD-1064;4;96,11;23,30;70,89;Représentant
CMD-104168;16-sept-25;18/09/2025;;CLI-0025;EMP-509;ENT-SAG;BD-1160;3;66,23;15,90;41,56;Portail web
CMD-102968;22/04/2025;27/04/2025;10-juin-25;CLI-0048;EMP-508;ENT-MTL;BD-1061;4;105,07;11,10;76,81;Représentant
CMD-103097;2025-05-07;16/05/2025;25/06/2025;CLI-0201;EMP-504;ENT-MTL;BD-1046;2;465,22;2,50;372,17;Représentant
CMD-103800;08/08/2025;12/08/2025;2025-10-11;CLI-0056;EMP-502;ENT-SAG;BD-1005;3;250,77;23,30;208,35;Téléphone
CMD-104780;2025-11-10;13/11/2025;;CLI-0198;EMP-504;ENT-SAG;BD-1095;8;96,29;7,10;64,62;Portail web
CMD-102702;15-mars-25;20/03/2025;09/05/2025;CLI-0037;EMP-504;ENT-SAG;BD-1048;18;40,78;20,30;33,51;Portail web
CMD-104642;27/10/2025;2025-11-01;18/11/2025;CLI-0099;EMP-505;ENT-MTL;BD-1089;4;249,52;21,20;189,92;Portail web
CMD-102685;13/03/2025;15/03/2025;20-mai-25;CLI-0022;EMP-506;ENT-QC;BD-1159;4;272,18;5,80;169,65;Représentant
CMD-104837;18/11/2025;26/11/2025;24/12/2025;CLI-0205;EMP-505;ENT-SAG;BD-1082;1;464,09;2,30;335,40;Représentant
CMD-104194;17/09/2025;23/09/2025;2025-12-05;CLI-0148;EMP-501;ENT-MTL;BD-1085;4;60,36;10,20;49,28;Portail web
CMD-104467;2025-10-10;13/10/2025;19/11/2025;CLI-0208;EMP-507;ENT-SAG;BD-1091;12;495,42;12,80;336,22;Portail web
CMD-104787;11/11/2025;17/11/2025;;CLI-0089;EMP-502;ENT-SAG;BD-1071;25;409,80;23,20;363,51;Téléphone
CMD-102397;16/01/2025;21/01/2025;25-févr-25;CLI-0184;EMP-503;ENT-MTL;BD-1146;8;352,87;6,00;225,52;Représentant
CMD-104675;29/10/2025;04/11/2025;2025-11-25;CLI-0114;EMP-502;ENT-MTL;BD-1096;3;279,01;5,80;205,70;Téléphone
CMD-104096;09/09/2025;13-sept-25;16/10/2025;CLI-0009;EMP-502;ENT-QC;BD-1086;6;108,63;21,10;97,25;Courriel
CMD-104879;20/11/2025;2025-11-28;;CLI-0137;EMP-503;ENT-MTL;BD-1079;7;214,67;18,60;147,87;Représentant
CMD-104602;22/10/2025;26/10/2025;2025-12-09;CLI-0031;EMP-509;ENT-QC;BD-1100;2;463,37;13,60;369,19;Représentant
CMD-102519;2025-02-12;14/02/2025;04/05/2025;CLI-0044;EMP-505;ENT-QC;BD-1101;4;90,24;16,80;64,26;Représentant
CMD-102608;04/03/2025;08/03/2025;31/03/2025;CLI-0185;EMP-508;ENT-QC;BD-1099;5;391,73;21,10;293,70;Représentant
CMD-102667;12/03/2025;14/03/2025;17/04/2025;CLI-0169;EMP-507;ENT-MTL;BD-1115;4;64,99;13,00;47,23;Représentant
CMD-104052;2025-09-04;11/09/2025;28/10/2025;CLI-0035;EMP-503;ENT-MTL;BD-1163;8;517,83;15,60;300,77;Téléphone
CMD-102367;09/01/2025;13/01/2025;2025-02-17;CLI-0162;EMP-508;ENT-QC;BD-1125;3;383,86;12,70;291,24;Représentant
CMD-102361;08/01/2025;16/01/2025;2025-03-05;CLI-0029;EMP-506;ENT-MTL;BD-1135;1;57,35;21,80;40,73;Représentant
CMD-102786;28/03/2025;04/04/2025;08/05/2025;CLI-0055;EMP-506;ENT-QC;BD-1004;3;253,76;7,40;158,83;Téléphone
CMD-105018;2025-12-15;19/12/2025;;CLI-0076;EMP-507;ENT-MTL;BD-1169;26;434,44;24,70;282,28;Représentant
CMD-104938;28/11/2025;30/11/2025;;CLI-0034;EMP-507;ENT-QC;BD-1166;4;368,49;11,30;217,35;Représentant
CMD-104653;27/10/2025;01/11/2025;09-déc-25;CLI-0023;EMP-505;ENT-QC;BD-1108;12;262,80;3,80;169,96;Salon
CMD-103303;30-mai-25;08/06/2025;08/07/2025;CLI-0106;EMP-501;ENT-MTL;BD-1043;8;458,87;13,10;300,28;Portail web
CMD-102646;10/03/2025;14/03/2025;2025-04-21;CLI-0005;EMP-503;ENT-SAG;BD-1166;3;400,74;3,50;217,35;Téléphone
CMD-104719;2025-11-01;05/11/2025;24/12/2025;CLI-0144;EMP-502;ENT-SAG;BD-1147;1;536,39;10,30;346,92;Portail web
CMD-102683;2025-03-13;21/03/2025;27/04/2025;CLI-0062;EMP-507;ENT-SAG;BD-1137;2;36,04;15,80;25,59;Représentant
CMD-102580;2025-02-26;05/03/2025;13/04/2025;CLI-0130;EMP-508;ENT-MTL;BD-1075;57;80,40;20,20;60,99;Représentant
CMD-102881;11/04/2025;20/04/2025;13/06/2025;CLI-0211;EMP-504;ENT-SAG;BD-1153;1;168,87;15,80;116,00;Représentant
CMD-103138;12/05/2025;14/05/2025;22-juin-25;CLI-0174;EMP-502;ENT-QC;BD-1105;3;248,24;4,20;169,61;Portail web
CMD-103449;18/06/2025;2025-06-26;05/08/2025;CLI-0095;EMP-505;ENT-QC;BD-1005;12;303,39;7,20;208,35;Courriel
CMD-104659;28/10/2025;03/11/2025;;CLI-0056;EMP-502;ENT-QC;BD-1071;28;436,82;18,20;363,51;Portail web
CMD-103833;13-août-25;17/08/2025;30/09/2025;cli-0034;EMP-507;ENT-MTL;BD-1006;3;279,58;16,50;182,47;Portail web
CMD-104877;20/11/2025;2025-11-24;;CLI-0214;EMP-508;ENT-MTL;BD-1141;6;475,68;4,70;314,24;Portail web
CMD-104028;03/09/2025;10/09/2025;2025-11-02;CLI-0209;EMP-508;ENT-MTL;BD-1028;10;175,66;25,70;143,73;Téléphone
CMD-102831;03/04/2025;06/04/2025;2025-05-10;CLI-0212;EMP-507;ENT-QC;BD-1050;8;409,58;18,80;297,82;Représentant
CMD-102786;28/03/2025;04/04/2025;2025-05-08;CLI-0055;EMP-506;ENT-QC;BD-1115;12;69,14;7,40;47,23;Portail web
CMD-102329;01/01/2025;05/01/2025;2025-02-02;CLI-0199;EMP-504;ENT-MTL;BD-1137;3;35,74;16,50;25,59;Représentant
CMD-102815;02-avr-25;04/04/2025;12/06/2025;CLI-0020;EMP-508;ENT-SAG;BD-1172;3;398,62;4,80;221,22;Courriel
CMD-103299;2025-05-29;01/06/2025;20/07/2025;CLI-0126;EMP-502;ENT-MTL;BD-1120;6;248,31;16,30;186,72;Représentant
CMD-103804;09/08/2025;16/08/2025;03/10/2025;CLI-0037;EMP-504;ENT-MTL;BD-1010;24;130,82;19,70;88,91;Portail web
CMD-104491;2025-10-13;19/10/2025;01/12/2025;CLI-0203;EMP-503;ENT-SAG;BD-1099;6;466,74;6,00;346,57;Représentant
CMD-104835;17/11/2025;2025-11-23;;CLI-0029;EMP-506;ENT-QC;BD-1171;17;125,39;20,80;85,46;Représentant
CMD-105097;26/12/2025;30/12/2025;;CLI-0167;EMP-506;ENT-MTL;BD-1135;4;71,49;2,50;40,73;Portail web
CMD-102924;16/04/2025;19/04/2025;2025-05-03;CLI-0121;EMP-508;ENT-SAG;BD-1113;12;376,67;11,80;281,81;Représentant
CMD-102420;2025-01-21;30/01/2025;20/02/2025;CLI-0193;EMP-509;ENT-SAG;BD-1133;3;89,32;11,90;62,95;Portail web
CMD-104326;29/09/2025;01-oct-25;09/11/2025;CLI-0160;EMP-508;ENT-QC;BD-1044;4;309,84;4,10;199,55;Téléphone
CMD-103834;13/08/2025;2025-08-21;28/09/2025;CLI-0009;EMP-502;ENT-MTL;BD-1175;20;138,50;18,40;96,85;Téléphone
CMD-104295;25-sept-25;30/09/2025;04/12/2025;CLI-0073;EMP-501;ENT-QC;BD-1093;1;190,44;14,90;159,25;Courriel
CMD-104171;2025-09-16;23/09/2025;20/10/2025;CLI-0208;EMP-507;ENT-SAG;BD-1042;4;383,95;13,00;267,02;Salon
CMD-103500;25/06/2025;03-juil-25;09/08/2025;CLI-0059;EMP-504;ENT-QC;BD-1108;16;212,56;22,20;169,96;Téléphone
CMD-102953;19/04/2025;2025-04-25;25/05/2025;CLI-0059;EMP-504;ENT-MTL;BD-1037;2;24,17;19,20;16,65;Téléphone
CMD-105038;17/12/2025;2025-12-19;;CLI-0217;EMP-506;ENT-QC;BD-1040;5;346,09;21,50;274,41;Portail web
CMD-104765;06/11/2025;2025-11-11;27/12/2025;CLI-0155;EMP-506;ENT-MTL;BD-1141;6;431,85;13,50;314,24;Représentant
CMD-102998;25-avr-25;27/04/2025;21/06/2025;CLI-0115;EMP-509;ENT-MTL;BD-1043;4;463,34;12,20;300,28;Représentant
CMD-103165;15/05/2025;2025-05-19;27/06/2025;CLI-0070;EMP-503;ENT-QC;BD-1072;1;372,64;5,80;236,88;Représentant
CMD-102453;28/01/2025;02/02/2025;01/03/2025;CLI-0037;EMP-504;ENT-SAG;BD-1035;11;38,63;20,10;30,63;Portail web
CMD-104904;25-nov-25;03/12/2025;;CLI-0133;EMP-508;ENT-MTL;BD-1082;12;397,03;16,50;335,40;Représentant
CMD-104358;01/10/2025;10/10/2025;2025-11-30;CLI-0218;EMP-503;ENT-QC;BD-1164;1;182,04;6,60;100,45;Portail web
CMD-104198;17/09/2025;21-sept-25;02/11/2025;CLI-0182;EMP-503;ENT-MTL;BD-1099;1;413,65;16,70;346,57;Portail web
CMD-102542;17/02/2025;19/02/2025;18-avr-25;CLI-0076;EMP-507;ENT-MTL;BD-1125;17;353,14;19,70;291,24;Représentant
CMD-103895;19/08/2025;26/08/2025;13-oct-25;CLI-0161;EMP-508;ENT-MTL;BD-1182;3;105,27;3,30;58,06;Représentant
CMD-103546;30/06/2025;05/07/2025;23/08/2025;CLI-0211;EMP-504;ENT-QC;BD-1063;4;320,67;12,90;247,24;Portail web
CMD-102766;2025-03-26;28/03/2025;23/05/2025;CLI-0156;EMP-502;ENT-SAG;BD-1086;2;132,51;3,80;82,42;Téléphone
CMD-103791;08-août-25;13/08/2025;30/09/2025;CLI-0027;EMP-502;ENT-QC;BD-1043;2;488,12;7,50;300,28;Représentant
CMD-104198;17/09/2025;2025-09-21;02/11/2025;CLI-0182;EMP-503;ENT-MTL;BD-1151;2;132,46;16,70;92,25;Portail web
CMD-104068;2025-09-08;10/09/2025;06/11/2025;CLI-0217;EMP-506;ENT-MTL;BD-1142;15;128,53;21,20;100,93;Portail web
CMD-104177;16/09/2025;20/09/2025;2025-10-24;CLI-0183;EMP-506;ENT-QC;BD-1090;3;89,78;6,30;69,37;Courriel
CMD-102515;12-févr-25;19/02/2025;27/03/2025;CLI-0009;EMP-502;ENT-QC;BD-1096;11;223,25;24,60;174,33;Téléphone
CMD-102483;04-févr-25;08/02/2025;07/04/2025;CLI-0183;EMP-506;ENT-SAG;BD-1174;4;283,98;3,80;169,01;Téléphone
CMD-104619;24/10/2025;2025-10-30;25/11/2025;CLI-0076;EMP-507;ENT-MTL;BD-1138;20;115,22;21,80;88,19;Représentant
CMD-102872;09/04/2025;11/04/2025;2025-06-10;CLI-0137;EMP-503;ENT-QC;BD-1102;7;384,66;20,70;260,69;Représentant
CMD-104242;22-sept-25;26/09/2025;03/11/2025;CLI-0130;EMP-508;ENT-SAG;BD-1124;1;204,08;20,00;153,77;Portail web
CMD-104907;25/11/2025;28/11/2025;;CLI-0136;EMP-507;ENT-QC;BD-1102;6;416,31;14,10;260,69;Portail web
CMD-103505;25-juin-25;27/06/2025;03/09/2025;CLI-0153;EMP-507;ENT-QC;BD-1124;4;214,78;15,80;153,77;Représentant
CMD-104196;2025-09-17;20/09/2025;13/11/2025;CLI-0111;EMP-507;ENT-SAG;BD-1162;8;128,25;6,40;68,38;Portail web
CMD-104540;16/10/2025;21-oct-25;21/11/2025;CLI-0188;EMP-506;ENT-MTL;BD-1139;3;299,67;16,50;203,11;Représentant
CMD-104410;06/10/2025;14-oct-25;27/11/2025;CLI-0084;EMP-503;ENT-QC;BD-1088;4;536,29;14,90;404,63;Représentant
CMD-104438;08/10/2025;2025-10-15;13/12/2025;CLI-0038;EMP-507;ENT-MTL;BD-1147;3;524,35;12,30;346,92;Représentant
CMD-102499;08/02/2025;10/02/2025;05-avr-25;CLI-0012;EMP-501;ENT-MTL;BD-1063;8;275,76;25,10;247,24;Représentant
CMD-103117;09-mai-25;14/05/2025;29/06/2025;CLI-0166;EMP-503;ENT-SAG;BD-1007;8;87,18;15,60;57,14;Portail web
CMD-103924;21/08/2025;25/08/2025;27-oct-25;CLI-0052;EMP-504;ENT-QC;BD-9815;2;50,19;12,70;33,12;Portail web
CMD-103927;22/08/2025;24/08/2025;2025-10-03;CLI-0130;EMP-508;ENT-MTL;BD-1076;13;446,89;20,30;338,68;Portail web
CMD-103462;2025-06-19;23/06/2025;07/08/2025;CLI-0061;EMP-503;ENT-QC;BD-1123;4;186,57;14,20;132,28;Courriel
CMD-105063;22-déc-25;29/12/2025;;CLI-0124;EMP-509;ENT-QC;BD-1068;3;548,72;2,70;342,49;Courriel
CMD-102416;20-janv-25;23/01/2025;;CLI-0074;EMP-507;ENT-MTL;BD-1132;7;156,87;21,00;128,45;Portail web
CMD-104948;29/11/2025;2025-12-05;;CLI-0086;EMP-502;ENT-QC;BD-1098;3;422,49;4,20;309,76;Représentant
CMD-104187;17/09/2025;24/09/2025;2025-11-23;CLI-0076;EMP-507;ENT-MTL;BD-1107;7;169,78;22,90;150,54;Portail web
CMD-103120;09/05/2025;13/05/2025;2025-06-20;CLI-0203;EMP-503;ENT-QC;BD-1014;2;41,01;8,20;27,18;Portail web
CMD-105097;26/12/2025;2025-12-30;;CLI-0167;EMP-506;ENT-MTL;BD-1098;12;429,95;2,50;309,76;Portail web
CMD-103945;25/08/2025;29/08/2025;2025-10-06;CLI-0038;EMP-507;ENT-QC;BD-1062;3;158,15;12,00;135,59;Représentant
CMD-103279;28/05/2025;04-juin-25;25/07/2025;CLI-0161;EMP-508;ENT-MTL;BD-1002;2;457,55;2,30;298,72;Représentant
CMD-104569;18/10/2025;2025-10-21;08/12/2025;CLI-0171;EMP-507;ENT-QC;BD-1070;3;71,74;5,80;48,05;Salon
CMD-103120;2025-05-09;13/05/2025;20/06/2025;CLI-0203;EMP-503;ENT-QC;BD-1041;24;232,62;8,20;163,24;Portail web
CMD-102498;07/02/2025;13/02/2025;2025-04-28;CLI-0085;EMP-503;ENT-MTL;BD-1120;3;271,31;8,60;186,72;Représentant
CMD-104515;15/10/2025;20-oct-25;26/11/2025;CLI-0132;EMP-507;ENT-SAG;BD-1148;4;405,09;11,90;302,28;Courriel
CMD-103503;25/06/2025;03/07/2025;05-août-25;CLI-0072;EMP-501;ENT-SAG;BD-1026;8;366,53;16,40;246,82;Représentant
CMD-102390;2025-01-15;20/01/2025;05/03/2025;CLI-0047;EMP-508;ENT-QC;BD-1139;12;316,83;11,70;203,11;Portail web
CMD-103749;04/08/2025;2025-08-09;11/09/2025;CLI-0063;EMP-503;ENT-QC;BD-1023;24;334,27;11,40;244,32;Portail web
CMD-104421;2025-10-07;15/10/2025;30/11/2025;CLI-0133;EMP-508;ENT-MTL;BD-1115;3;63,86;14,50;47,23;Représentant
CMD-102644;08-mars-25;11/03/2025;07/05/2025;CLI-0192;EMP-505;ENT-QC;BD-1168;3;365,00;8,80;229,43;Représentant
CMD-102667;12/03/2025;2025-03-14;17/04/2025;CLI-0169;EMP-507;ENT-MTL;BD-1132;8;172,84;13,00;128,45;Représentant
CMD-103242;23-mai-25;31/05/2025;24/07/2025;CLI-0003;EMP-508;ENT-MTL;BD-1167;1;361,18;2,70;209,73;Représentant
CMD-103518;26/06/2025;2025-07-04;03/09/2025;CLI-0143;EMP-503;ENT-MTL;BD-1121;1;69,11;11,20;44,65;Portail web
CMD-104399;06/10/2025;10/10/2025;17/11/2025;CLI-0220;EMP-506;ENT-QC;BD-1170;4;30,62;12,90;16,95;Représentant
CMD-104023;02/09/2025;07-sept-25;17/11/2025;CLI-0182;EMP-503;ENT-MTL;BD-1060;3;355,44;10,20;291,44;Représentant
CMD-104156;2025-09-15;19/09/2025;31/10/2025;CLI-0107;EMP-506;ENT-QC;BD-1145;3;170,99;7,10;111,12;Représentant
CMD-102798;31/03/2025;2025-04-08;17/05/2025;CLI-0006;EMP-505;ENT-SAG;BD-1036;3;223,16;13,10;162,40;Portail web
CMD-103876;18/08/2025;2025-08-22;19/09/2025;CLI-0154;EMP-507;ENT-QC;BD-1028;6;206,33;12,70;143,73;Téléphone
CMD-102952;19/04/2025;2025-04-21;14/05/2025;CLI-0033;EMP-504;ENT-QC;BD-1160;1;66,17;16,00;41,56;Salon
CMD-102677;12/03/2025;18-mars-25;10/05/2025;CLI-0208;EMP-507;ENT-MTL;BD-1164;12;173,57;11,00;100,45;Représentant
CMD-102401;00/00/0000;24/01/2025;12-mars-25;CLI-0127;EMP-503;ENT-MTL;BD-1049;3;46,54;14,80;31,22;Téléphone
CMD-103608;09/07/2025;2025-07-16;18/08/2025;CLI-0059;EMP-504;ENT-MTL;BD-1020;5;46,76;18,60;33,12;Représentant
CMD-104962;02/12/2025;08/12/2025;;CLI-0045;EMP-502;ENT-QC;BD-1175;8;148,02;12,80;96,85;Représentant
CMD-102827;03/04/2025;2025-04-08;07/05/2025;CLI-0194;EMP-506;ENT-SAG;BD-1013;3;483,97;6,20;315,34;Représentant
CMD-102948;18/04/2025;27/04/2025;07-juin-25;CLI-0034;EMP-507;ENT-MTL;BD-1044;2;284,92;11,80;199,55;Portail web
CMD-104589;21/10/2025;24/10/2025;27-nov-25;CLI-0012;EMP-501;ENT-SAG;BD-1145;7;142,07;22,80;111,12;Représentant
CMD-104978;04/12/2025;2025-12-06;;CLI-0102;EMP-506;ENT-MTL;BD-1134;1;106,46;3,20;61,77;Courriel
CMD-104979;04/12/2025;10/12/2025;;CLI-0076;EMP-507;ENT-MTL;BD-1127;2;228,25;24,20;174,31;Représentant
CMD-104071;08/09/2025;14/09/2025;03/11/2025;CLI-0169;EMP-507;ENT-MTL;BD-1170;4;31,41;10,70;16,95;Représentant
CMD-103701;25/07/2025;2025-08-02;14/09/2025;CLI-0076;EMP-507;ENT-SAG;BD-1015;79;399,13;24,80;325,38;Téléphone
CMD-103348;05/06/2025;2025-06-09;28/07/2025;CLI-0126;EMP-502;ENT-MTL;BD-1181;12;526,33;15,80;312,40;Téléphone
CMD-103804;09/08/2025;16/08/2025;2025-10-03;CLI-0037;EMP-504;ENT-MTL;BD-1039;8;158,88;19,70;122,17;Représentant
CMD-102861;2025-04-07;12/04/2025;08/05/2025;CLI-0009;EMP-502;ENT-MTL;BD-1037;4;22,67;24,20;16,65;Représentant
CMD-104463;10/10/2025;13/10/2025;2025-12-05;CLI-0042;EMP-505;ENT-QC;BD-1132;12;171,44;13,70;128,45;Portail web
CMD-104923;2025-11-27;02/12/2025;28/12/2025;CLI-0060;EMP-508;ENT-QC;BD-1090;2;93,51;2,40;69,37;Portail web
CMD-103811;2025-08-11;19/08/2025;02/10/2025;CLI-0145;EMP-504;ENT-QC;BD-1030;2;173,19;5,40;119,13;Portail web
CMD-104163;15/09/2025;17-sept-25;10/11/2025;CLI-0089;EMP-502;ENT-SAG;BD-1118;6;383,28;22,90;343,17;Téléphone
CMD-103907;2025-08-20;24/08/2025;06/10/2025;CLI-0116;EMP-509;ENT-SAG;BD-1013;12;460,93;10,70;315,34;Courriel
CMD-102365;09/01/2025;17/01/2025;10/02/2025;CLI-0114;EMP-502;ENT-QC;BD-1142;1;159,31;2,30;100,93;Téléphone
CMD-103743;01/08/2025;03/08/2025;;CLI-0197;EMP-507;ENT-QC;BD-1116;8;82,30;7,20;60,17;Téléphone
CMD-103948;25/08/2025;01/09/2025;21-sept-25;CLI-0194;EMP-506;ENT-MTL;BD-1052;6;293,86;4,30;183,03;Courriel
CMD-102590;27/02/2025;2025-03-05;13/04/2025;CLI-0079;EMP-509;ENT-QC;BD-1175;3;163,81;3,50;96,85;Portail web
CMD-104809;13/11/2025;2025-11-22;;CLI-0133;EMP-508;ENT-SAG;BD-1151;1;134,80;15,20;92,25;Représentant
CMD-104943;2025-11-28;05/12/2025;;CLI-0010;EMP-504;ENT-QC;BD-1178;12;189,42;7,70;119,43;Représentant
CMD-103838;2025-08-13;16/08/2025;11/10/2025;CLI-0151;EMP-504;ENT-SAG;BD-1085;3;62,50;7,00;49,28;Représentant
CMD-104619;24/10/2025;30-oct-25;25/11/2025;CLI-0076;EMP-507;ENT-MTL;BD-1136;16;162,42;21,80;112,45;Téléphone
CMD-102343;04/01/2025;12/01/2025;2025-02-04;CLI-0041;EMP-508;ENT-MTL;BD-1180;4;161,05;14,90;95,30;Portail web
CMD-105116;30/12/2025;05/01/2026;;CLI-0040;EMP-509;ENT-MTL;BD-1003;6;259,76;12,90;227,23;Téléphone
CMD-105028;16/12/2025;19/12/2025;;CLI-0125;EMP-509;ENT-MTL;BD-1070;12;71,95;5,60;48,05;Portail web
CMD-103731;31/07/2025;2025-08-02;05/10/2025;CLI-0005;EMP-503;ENT-MTL;BD-1118;1;470,40;5,40;343,17;Représentant
CMD-102878;10/04/2025;2025-04-16;07/06/2025;CLI-0073;EMP-501;ENT-MTL;BD-1061;6;104,22;11,80;76,81;Portail web
CMD-104436;2025-10-08;17/10/2025;18/11/2025;CLI-0081;EMP-502;ENT-SAG;BD-1141;24;439,56;12,00;314,24;Représentant
CMD-105094;25/12/2025;03/01/2026;;CLI-0099;EMP-505;ENT-MTL;BD-1073;9;367,66;18,30;307,22;Portail web
CMD-104347;2025-09-30;05/10/2025;15/12/2025;CLI-0076;EMP-507;ENT-QC;BD-1179;7;328,80;23,80;231,35;Représentant
CMD-104780;10/11/2025;13/11/2025;;CLI-0198;EMP-504;ENT-SAG;BD-1155;1;503,23;7,10;329,15;Représentant
CMD-105066;22/12/2025;26/12/2025;;CLI-0131;EMP-502;ENT-MTL;BD-1146;8;325,93;13,20;225,52;Téléphone
CMD-102487;05/02/2025;13-févr-25;;CLI-0020;EMP-508;ENT-SAG;BD-1134;3;104,08;5,40;61,77;Représentant
CMD-103317;02/06/2025;04-juin-25;27/07/2025;CLI-0106;EMP-501;ENT-QC;BD-1104;6;96,87;12,50;76,70;Courriel
CMD-104189;17/09/2025;26/09/2025;2025-11-14;CLI-0060;EMP-508;ENT-SAG;BD-1018;6;453,47;2,40;247,17;Téléphone
CMD-103678;2025-07-21;26/07/2025;20/08/2025;CLI-0175;EMP-505;ENT-QC;BD-1171;12;144,07;9,00;85,46;Représentant
CMD-103946;25/08/2025;31/08/2025;20-oct-25;CLI-0217;EMP-506;ENT-SAG;BD-1149;16;146,77;19,90;111,14;Téléphone
CMD-103240;23/05/2025;01/06/2025;2025-06-30;CLI-0056;EMP-502;ENT-MTL;BD-1160;5;60,55;23,10;41,56;Représentant
CMD-104945;29/11/2025;01-déc-25;24/12/2025;CLI-0178;EMP-501;ENT-MTL;BD-1122;8;321,59;5,80;212,67;Téléphone
CMD-104379;02/10/2025;08/10/2025;2025-12-03;CLI-0076;EMP-507;ENT-SAG;BD-1137;39;31,71;25,90;25,59;Portail web
CMD-104355;01/10/2025;2025-10-04;10/12/2025;CLI-0218;EMP-503;ENT-QC;BD-1127;2;288,87;4,10;174,31;Représentant
CMD-102977;23/04/2025;29/04/2025;13/06/2025;CLI-0108;EMP-503;ENT-QC;BD-1016;24;362,94;12,20;224,02;Portail web
CMD-103539;30/06/2025;2025-07-02;30/07/2025;CLI-0201;EMP-504;ENT-SAG;BD-1054;1;441,06;5,30;262,94;Courriel
CMD-103087;06-mai-25;14/05/2025;07/06/2025;CLI-0089;EMP-502;ENT-QC;BD-1167;35;295,78;20,30;209,73;Représentant
CMD-102504;2025-02-10;12/02/2025;17/04/2025;CLI-0169;EMP-507;ENT-SAG;BD-1147;6;507,46;15,20;346,92;Téléphone
CMD-102778;28/03/2025;31/03/2025;2025-06-23;CLI-0048;EMP-508;ENT-MTL;BD-1147;6;508,35;15,00;346,92;Représentant
CMD-102703;17/03/2025;25/03/2025;2025-04-09;CLI-0170;EMP-504;ENT-QC;BD-1032;4;519,29;5,10;347,11;Représentant
CMD-104793;11/11/2025;2025-11-17;;CLI-0171;EMP-507;ENT-QC;BD-1154;12;520,98;2,50;329,92;Portail web
CMD-104633;25/10/2025;30/10/2025;;CLI-0038;EMP-507;ENT-MTL;BD-1092;4;242,22;14,20;168,72;Représentant
CMD-103128;10/05/2025;17-mai-25;14/06/2025;CLI-0132;EMP-507;ENT-MTL;BD-1171;1;131,42;17,00;85,46;Représentant
CMD-103442;2025-06-17;22/06/2025;21/08/2025;CLI-0153;EMP-507;ENT-QC;BD-1087;4;332,86;13,70;215,66;Représentant
CMD-104560;17-oct-25;23/10/2025;07/12/2025;CLI-0174;EMP-502;ENT-QC;BD-1084;1;536,44;7,60;375,89;Représentant
CMD-102712;18-mars-25;26/03/2025;16/04/2025;CLI-0082;EMP-504;ENT-QC;BD-1056;3;472,40;4,00;293,14;Téléphone
CMD-103892;19/08/2025;22/08/2025;26-sept-25;CLI-0006;EMP-505;ENT-QC;BD-1169;12;486,29;15,70;282,28;Courriel
